[0.00 - 5.60] P:1644.96 E:0.067612 |  Concern for the national icon of Brazil, but he'll be watching from his hospital bed
[223.44 - 228.16] P:1406.29 E:0.097823 |  down his chest, hit it first time left put into Pequeta and it runs out of play for a
[228.16 - 229.32] P:1366.62 E:0.078301 |  goal kick.
[229.32 - 234.36] P:1391.45 E:0.098564 |  This is the first temporary venue in World Cup history and as a result naturally there
[234.36 - 239.72] P:1357.10 E:0.103034 |  isn't any air conditioning inside this stadium for what feels like a really muggy night.
[239.72 - 244.72] P:1432.82 E:0.100373 |  Yes, it does feel quite close, I hope you put your deodorant on.
[247.72 - 254.60] P:1476.21 E:0.104836 |  Here at the back is Kim Menje, out it goes now to this near side and volleyed forward,
[254.60 - 258.76] P:1504.99 E:0.098579 |  Solskjaer's the willing runner starting from a central position up against Marquinhos,
[258.76 - 263.52] P:1536.10 E:0.101738 |  Militão back into position and again the flag goes up, second time offside for South
[263.52 - 267.92] P:1435.02 E:0.094740 |  Korea, nearly five minutes played and it's Brazil nil, South Korea nil.
[267.92 - 274.68] P:1352.40 E:0.098941 |  It looks like South Korea have shaped up as a four, three, three, Sol will make those
[274.72 - 276.20] P:1375.79 E:0.102558 |  movements in behind.
[278.60 - 283.40] P:1530.30 E:0.104702 |  Vinicius Jr, left hand side, back to Neymar.
[285.64 - 291.88] P:1380.78 E:0.105302 |  Now the ball goes square, Militão, Jonathan Attac leaves it for Casamiro out towards
[291.88 - 296.32] P:1552.62 E:0.109051 |  Rafinha, Kim Jin-soo with interception, South Korea will get a throw.
[296.32 - 299.96] P:1379.28 E:0.096213 |  Have you not heard, I brought an array of different shirts with me.
[299.96 - 301.96] P:1380.46 E:0.108856 |  Oh I did hear that, yeah.
[302.96 - 304.96] P:1542.87 E:0.110673 |  How many shirts in total?
[304.96 - 307.96] P:1650.75 E:0.101477 |  Shelds prepare for a fair to fail, Christopher.
[308.96 - 312.96] P:1604.47 E:0.119074 |  Five minutes played, the Brazilian supporters inside this stadium are the ones trying to
[312.96 - 323.96] P:1578.02 E:0.102852 |  generate the noise, South Korea in possession, Kim Jin-soo, back to Kim Yun-guant and now
[323.96 - 329.96] P:1522.38 E:0.106291 |  Kim Menje over on that far side, mightily impressive since he's arrived from Napoli from
[329.96 - 333.96] P:1463.33 E:0.100101 |  the top, he's the chief for 16 million pounds, he was the replacement for Cule Valley who
[333.96 - 335.96] P:1633.58 E:0.105169 |  of course moved to Chelsea.
[335.96 - 341.96] P:1563.75 E:0.088941 |  Ball is hit long now by Kim Yun-guant, but up in the air it goes, headed back forward,
[341.96 - 348.96] P:1555.56 E:0.089050 |  off the chest by Militão, Militão the Brazilian right back gives it away, referee, French
[348.96 - 354.96] P:1606.98 E:0.089899 |  referee gives it free kick and again South Korea, free kick to Brazil nil nil, six minutes
[354.96 - 361.96] P:1779.31 E:0.107837 |  left, it's a bit of a soft award for free kick there, Militão trying to get away from
[361.96 - 367.96] P:1783.00 E:0.106914 |  Cho and too much contact Brazil in the free kick, but I mentioned earlier, we won't see
[367.96 - 374.96] P:1714.24 E:0.107292 |  when you think about Brazil, you think about full backs who fly forward, overlaps, whipping
[374.96 - 378.96] P:1405.04 E:0.108390 |  balls in from the violin, but that's not the case with this Brazilian team and then the
[378.96 - 385.96] P:1530.15 E:0.099641 |  bonuses on the wide players, Raphinha, Vinicius Jr in those 1v1 duels to make something happen
[385.96 - 390.96] P:1476.52 E:0.101801 |  and Neymar who just come and collected the ball, popped it back to Thiago Silva for him
[390.96 - 394.96] P:1461.46 E:0.086789 |  to get into those little spaces and make something happen.
[394.96 - 399.96] P:1525.41 E:0.108747 |  What I have noticed already though is that Danilo who's playing as a left back is almost
[399.96 - 403.96] P:1679.53 E:0.110776 |  at the minute playing in a very central midfield area, he's completely vacated his left back
[403.96 - 407.96] P:1822.57 E:0.113047 |  slot as Raphinha into the penalty area with the cutback comes to Vinicius Jr, time to
[407.96 - 414.96] P:1822.48 E:0.111224 |  place his shots and time to find the back of the net, forget about waiting to the second
[414.96 - 420.96] P:1650.27 E:0.110633 |  half, Vinicius Jr has taken seven minutes and the tournament favourites lead by a goal
[420.96 - 423.96] P:1681.93 E:0.099620 |  to Neal.
[423.96 - 432.96] P:1667.43 E:0.108563 |  What a finish, what a cool customer Vinicius Jr was then, they work it really well down
[432.96 - 441.96] P:1676.08 E:0.098225 |  the right hand side through Brazil and as the ball is crossed in it evades everybody
[441.96 - 447.96] P:1723.04 E:0.106875 |  all the way through to be on the far post and I think everybody in the stadium is thinking
[447.96 - 454.96] P:1713.74 E:0.107762 |  Vinicius Jr is going to hit this first time, he doesn't, he composes himself, takes a touch
[454.96 - 461.96] P:1616.51 E:0.096016 |  and lifts the ball into the far side netting, it's a brilliant finish.
[461.96 - 467.96] P:1595.52 E:0.105903 |  Vinicius Jr is this young super star, it really is.
[467.96 - 476.96] P:1639.34 E:0.102585 |  It was Raphinha with the trickery down the right hand side and Vinicius Jr with only
[476.96 - 485.96] P:1560.77 E:0.095213 |  his second goal for Brazil, his first was against Chile in the final qualifier, he's
[485.96 - 488.96] P:1447.30 E:0.093578 |  just backed his first goal in a World Cup.
[488.96 - 496.96] P:1406.95 E:0.104533 |  It was persistent wasn't it from Raphinha down the right hand side but this is an incredible
[496.96 - 502.96] P:1519.23 E:0.106383 |  finish, as cool as you like, just lifts the ball over the out rushing goal kick with
[502.96 - 509.96] P:1605.52 E:0.084232 |  his four Korean defenders who are trying to block the ball but he picks his spot perfectly.
[509.96 - 514.96] P:1626.07 E:0.082946 |  No, sounds great, have work to do.
[514.96 - 521.96] P:1662.53 E:0.094970 |  A composed finish, just waited for the ball to settle, with Charleston to Raphinha.
[521.96 - 526.96] P:1502.66 E:0.105538 |  The dance celebration wasn't too bad either from Brazil who are leading by a goal to
[526.96 - 530.96] P:1653.83 E:0.101616 |  Nil, Militão on this near side.
[530.96 - 541.96] P:1618.51 E:0.099703 |  Oh, Paccatar, lovely ball inside, the reverse look, Casamiro, Neymar.
[541.96 - 552.96] P:1505.17 E:0.101965 |  Imagine that some 7,000 miles away that goal will have Pelle smiling, Brazil a 1-0 up.
[552.96 - 558.96] P:1327.39 E:0.106827 |  And what was it that Paulo Bento had said ahead of the game against Portugal that we
[558.96 - 561.96] P:1384.62 E:0.097798 |  need a miracle to win ahead of Portugal?
[561.96 - 566.96] P:1504.77 E:0.105046 |  Certainly they'll be looking now for a second miracle, well that's just got so much harder
[566.96 - 568.96] P:1559.94 E:0.100784 |  after conceding so early on.
[568.96 - 572.96] P:1330.90 E:0.103009 |  Because the thing is about this Brazilian side, we talk about the attack and the attack
[572.96 - 577.96] P:1382.28 E:0.104537 |  and the attack but they very rarely, they don't tend to concede too many, you look back at their
[577.96 - 584.96] P:1498.20 E:0.097364 |  record in qualifying, two clean sheets in the group stages already and now they have a
[584.96 - 589.96] P:1330.06 E:0.096653 |  free kick leading by a goal to Nil.
[589.96 - 595.96] P:1568.12 E:0.097104 |  Neymar rolls it, Paccatar with a little layup, Song clears for South Korea.
[595.96 - 599.96] P:1529.80 E:0.110576 |  I don't think you're mentioning the clean sheets, I don't think Alisson, he played the first two
[599.96 - 604.96] P:1539.44 E:0.098717 |  games, had a shot to save in those first two games.
[604.96 - 610.96] P:1524.07 E:0.108488 |  Two little games, Serbia, one little against Switzerland, Kim Min Jae heads it away, Neymar
[610.96 - 615.96] P:1542.74 E:0.109338 |  picks it up on that far side, Neymar looking to try and jink his way in, D'Nillo's playing
[615.96 - 619.96] P:1515.41 E:0.107849 |  as a midfielder more than anything else, he's certainly not at left back every time, oh
[619.96 - 624.96] P:1743.59 E:0.108894 |  that's the penalty, that's the penalty, that was a rash challenge.
[625.96 - 631.96] P:1639.49 E:0.107544 |  And no hesitation from the French referee, Clemente Panre, Charleston brought down, he was
[631.96 - 635.96] P:1503.98 E:0.090260 |  just too quick, just too sharp.
[635.96 - 642.96] P:1465.74 E:0.098039 |  It looked like a clumsy challenge.
[642.96 - 648.96] P:1455.33 E:0.097262 |  Kim Min Jae at the challenge.
[648.96 - 653.96] P:1524.63 E:0.107418 |  They just unfurled the banner actually away towards our left, it said Telet get well soon,
[653.96 - 661.96] P:1593.08 E:0.106170 |  they're over the head to the brilliant supporters, away towards our left hand side, but our eyes
[661.96 - 672.96] P:1568.02 E:0.104560 |  are trained towards the right, because this is Raphinha with an opportunity, oh no, he
[672.96 - 678.96] P:1728.82 E:0.107792 |  had the ball but he's handed it to Neymar.
[678.96 - 685.96] P:1503.75 E:0.101406 |  He scored two penalties in the friendly game against South Korea, back in June I think, Neymar.
[685.96 - 692.96] P:1523.25 E:0.112166 |  His last five goals for Brazil have all been penalties, October the 21st against Uruguay
[692.96 - 703.96] P:1390.68 E:0.106142 |  was the last time he scored in open play, this will take him once, goal closer to Pelle.
[703.96 - 712.96] P:1466.62 E:0.105365 |  We've seen Messi, we've seen Mbappe, another of the world's superstars waits to get in on the
[712.96 - 723.96] P:1453.96 E:0.097448 |  ax, as Kim Sun Kyu waits on his goal line in his lavender goalkeeping outfit.
[723.96 - 731.96] P:1440.46 E:0.101505 |  Brazil lead already by a goal to nil, we've been playing for 12 minutes.
[731.96 - 742.96] P:1561.91 E:0.104185 |  Six goals in 11 appearances in his World Cup career so far, the keeper is standing so far to his right,
[742.96 - 749.96] P:1603.11 E:0.115718 |  he goes back to the centre, stuttering run up and Neymar rolls it in.
[749.96 - 758.96] P:1511.99 E:0.115411 |  Neymar's first goal of this World Cup, he joins the scoring charts and Brazil increase their lead.
[758.96 - 761.96] P:1623.17 E:0.118067 |  It's Brazil 2, South Korean nil.
[761.96 - 771.96] P:1591.27 E:0.110882 |  Yep, the green goalkeeper, the Brazilian players away dancing in the corner, trying to put Neymar off,
[771.96 - 779.96] P:1543.77 E:0.109152 |  Neymar wasn't having any of it, really slow composed run up, watching the goalkeeper all the way
[779.96 - 789.96] P:1567.67 E:0.102138 |  and then he just rolls the ball into the corner to keep his left hand side.
[789.96 - 799.96] P:1387.04 E:0.107788 |  This is the Brazil first team, unlike the team which was set up against Cameroon, but this is the perfect start
[799.96 - 805.96] P:1176.11 E:0.100747 |  and the perfect penalty from Neymar.
[805.96 - 810.96] P:1271.62 E:0.103561 |  They've got their main man back, Brazil.
[810.96 - 818.96] P:1517.83 E:0.102212 |  He just rolled it in right footed, the keeper stayed quite central, just dropping to his knees in frustration.
[818.96 - 826.96] P:1611.46 E:0.105986 |  Well he just sees him go to his right doesn't he, he just stalls a little bit, that final step, keeper goes to his right,
[826.96 - 829.96] P:1498.13 E:0.087771 |  we know where the ball went.
[829.96 - 846.96] P:1643.36 E:0.095960 |  And Neymar now moves to within one of Pele, his 76th goal in his 123rd appearance, Pele's record was 77 goals in 92.
[846.96 - 858.96] P:1503.93 E:0.098788 |  Another goal, he would equal Pele, he would also move into the top 10, as far as the goal scoring charts in men's international football is concerned as well.
[858.96 - 877.96] P:1463.34 E:0.090840 |  But if you think Croatia had to do it the hard way, forced to go through extra time and then a penalty shootout, Brazil look already well set for a place in the last eight leading 2-0.
[877.96 - 883.96] P:1504.62 E:0.095684 |  Challenge on show, the forward, quickly back to his feet.
[883.96 - 896.96] P:1482.81 E:0.099141 |  Now with Kim Jin-soo, ball played forward by Sun Yu-young, out towards the far side, Kim Moon-Hwan joins the attack, the ball is played forward ahead of him.
[896.96 - 903.96] P:1441.17 E:0.098510 |  And it's the Brazilian supporters who are waving their flags and standing up behind the goal where South Korea are attacking.
[903.96 - 908.96] P:1326.42 E:0.091903 |  It's a long way back already as we've only been playing for a quarter of an hour Chris Sun.
[908.96 - 918.96] P:1428.56 E:0.095198 |  Yeah, well they know what they have to do now. That game plan of sitting back, being difficult to beat, difficult to play through.
[921.96 - 934.96] P:1364.96 E:0.098399 |  I mean at 1-0 you think, well, you may stick with it, understandably so, but when Neymar tucks the second one in, it's just going to go for broke, haven't they?
[935.96 - 944.96] P:1421.44 E:0.100348 |  With nearly 15 minutes into this game, it's looking like a tall, tall, tall order in South Korea.
[945.96 - 953.96] P:1363.25 E:0.103415 |  I would think that Paulo Bento, the ex-Portugal boss who's in charge of South Korea, may be sitting rather uncomfortably down below.
[953.96 - 963.96] P:1396.39 E:0.098834 |  Because when they lost to Brazil in June by five goals to one, that was actually his heaviest defeat as the South Korean head coach.
[963.96 - 968.96] P:1386.46 E:0.090590 |  And already he finds himself 2-0 down here against Brazil.
[970.96 - 977.96] P:1369.81 E:0.102610 |  So coming forward now is Sun Yu-young, out to this near side, Bulboham to Wanderers, Hwang Hee-Chang.
[978.96 - 990.96] P:1560.67 E:0.105174 |  Ball played forward, comes back towards, Swang's going to shoot from distance. Not a bad effort either. Good 30 yards out from goal and tipped over well by Alisson, flying away to his left. Brazil lead 2-0.
[991.96 - 1003.96] P:1582.98 E:0.100024 |  What a brilliant effort this is from. Wang drops his shoulder, Raphinha closes him down and it's all of 30 yards. That's dipping into the top corner. Brilliant hand by Alisson.
[1004.96 - 1012.96] P:1565.13 E:0.104990 |  From the corner kick on the right hand side, Hwang in bomb, lets one fly as well but lacks the accuracy of Hwang on this occasion and it's over the top.
[1012.96 - 1019.96] P:1533.28 E:0.104603 |  Couldn't quite find his range, goal kick, BBC Radio 5 live, Brazil lead by 2 goals to nil.
[1019.96 - 1035.96] P:1420.68 E:0.092252 |  Just seeing that effort again from Hwang Hee-Chang. I mean that's a brilliant, brilliant strike and Alisson gets those feet moving, leaps, launches himself up, tips the ball over the bar.
[1037.96 - 1041.96] P:1434.35 E:0.107265 |  Had that gone in it's a goal that any Brazilian would have been proud to have scored.
[1041.96 - 1056.96] P:1589.87 E:0.102933 |  Certainly would have constituted one of the best goals of the tournament so far I would imagine. Nearly 18 minutes played. Brazil lead by 2 goals for nil. Stadium 9-7-4 here on BBC Radio 5 live as that's the header away by Kim Jin-Sook.
[1057.96 - 1069.96] P:1598.87 E:0.096295 |  Militao to Raphinha over the halfway line, Brazil playing from left to right, yellow shirt, blue shorts, pacotar back towards Marquinhos. Marquinhos forward to Casamiro.
[1069.96 - 1078.96] P:1437.23 E:0.093113 |  Layed out towards Danilo, the return ball for Casamiro to run forward. Out now it goes once more and now Neymar takes over on the halfway line.
[1078.96 - 1090.96] P:1496.33 E:0.102991 |  And Neymar looking to go on the outside of his first challenge, plays it to Vinicius Jr. Vinicius Jr. Caught a little bit late and referee doesn't signal that he's played the advantage.
[1090.96 - 1100.96] P:1585.71 E:0.105658 |  This is a firm challenge Kim is on on Neymar and then Son trying to run forward but just quickly crowded out by the yellow shirts on the halfway line and it's back with Alice.
[1101.96 - 1116.96] P:1426.71 E:0.095716 |  And it's steely those Brazilian defenders that back four stays in tax, they pop the ball out wide and inside to Neymar, pacotar.
[1116.96 - 1119.96] P:1327.36 E:0.098866 |  The real ball players let them do their thing.
[1120.96 - 1135.96] P:1392.52 E:0.097090 |  Now it's with Thiago Silva. Danilo again is ahead of him, here he is over the halfway line inside to Casamiro, quickly releases the ball to Neymar, triangular passing patterns from Brazil and now with Marquinhos.
[1135.96 - 1144.96] P:1529.40 E:0.102436 |  Over the halfway line he accelerates and waiting his pacotar, played two feet behind him, the wait is left, goes out of play for a throw.
[1144.96 - 1156.96] P:1635.28 E:0.100470 |  Tomorrow is the final set of matches in the last 16, Morocco, Spain from 3 o'clock, Vicky Sparks and Pat Nevin, Portugal, Switzerland from 7 o'clock, Alistair Bruce Ball and Rob Green.
[1156.96 - 1165.96] P:1738.05 E:0.103823 |  And then on Wednesday the first day without any football whatsoever on BBC Radio 5 Live after 17 days of consecutive action.
[1165.96 - 1175.96] P:1568.42 E:0.093203 |  But don't forget in the morning, Rick Edwards out here live in Doha, 6 o'clock 5 Live breakfast, Rick and Rachel every morning on BBC Radio 5 Live.
[1175.96 - 1186.96] P:1679.01 E:0.106275 |  South Korea trail by Tugolsternil, ball just lifted forward by Neymar, Venetius Jr. Challenge comes in, runs away, Casamiro will try and get there first.
[1186.96 - 1195.96] P:1638.09 E:0.104562 |  That was well played by South Korea and it out goes to the right hand side, they've got an opportunity here to run forward.
[1195.96 - 1205.96] P:1631.32 E:0.101660 |  With joining the attack now on this near side, the left there's a man over in Hwang Hinh-Bam but they've lost the ball, that was Hwang.
[1205.96 - 1215.96] P:1451.52 E:0.102407 |  And then at the back is Kim Young-Won, South Korea all in red, Havoc Wonsmall and it's Kim Young-Won who plays the ball out towards the far side.
[1215.96 - 1219.96] P:1289.68 E:0.101562 |  And the right back now will run forward level with the penalty area.
[1219.96 - 1229.96] P:1471.61 E:0.109084 |  Right first at Ali, started all three games, there's Kim Young-Won, South Korea seeing a lot of the ball now but they're trading by two goals to Nil.
[1229.96 - 1240.96] P:1525.36 E:0.108913 |  Kim Young-Won out to this near side for Hwang, ahead of him is Kim Jin-Soo, they're at the left back but he's over run it and it's a goal kick.
[1240.96 - 1243.96] P:1515.36 E:0.111177 |  Brazil still lead by 2-0.
[1243.96 - 1254.96] P:1372.33 E:0.102324 |  Kim Jin-Soo just down that left hand side trying to get the better of Militar but he's comfortable out in that right back position.
[1254.96 - 1261.96] P:1345.06 E:0.088467 |  Preferred position, sent a half of course but there's a good job there for Brazil.
[1261.96 - 1272.96] P:1445.75 E:0.101086 |  The issue that South Korea have is throw bodies forward, try and get back into this game but you just feel they are going to be so, so vulnerable to Brazil when they do.
[1272.96 - 1274.96] P:1419.86 E:0.097747 |  Win the ball back.
[1274.96 - 1282.96] P:1389.74 E:0.105142 |  Behind that goal of Alisson, it's resembling a Brazilian mosh pit with the Brazilian supporters all jumping up and down.
[1282.96 - 1284.96] P:1365.13 E:0.107754 |  I hope that they've got their deodorant on Chris.
[1287.96 - 1289.96] P:1439.10 E:0.113121 |  22 minutes play.
[1289.96 - 1295.96] P:1463.78 E:0.102989 |  Here is Kasamiro able to turn, diagonal ball, Pakatar runs through his legs, runs through to Rafinha.
[1295.96 - 1304.96] P:1427.22 E:0.102746 |  On this near side the right, over the half way line, South Korea have got 7 red shirts behind the ball, Pakatar now to the right back Militar.
[1304.96 - 1306.96] P:1340.43 E:0.094705 |  He doesn't venture forward.
[1306.96 - 1315.96] P:1551.59 E:0.099721 |  Danilo is inverted from his left back roll but Militar essentially stays quite square with the centre backs.
[1315.96 - 1325.96] P:1554.79 E:0.097560 |  You don't really see Danilo get on beyond Vinicius Jr. Try and get little overloads in the centre of the park.
[1325.96 - 1336.96] P:1528.95 E:0.094400 |  Kasamiro as we've seen over the years just plonks himself in front of that back four, breaking the play up, getting the screens on.
[1336.96 - 1339.96] P:1502.63 E:0.094140 |  Cho lays it off to Hwang.
[1339.96 - 1346.96] P:1491.32 E:0.105202 |  Cho will tussle with the ball, the back heel didn't quite come off, Militar there and then just lifted up and teed it away by himself by Kasamiro.
[1346.96 - 1359.96] P:1393.54 E:0.104020 |  Played back forward then by Sun Yu-yong and then on the half way line left footed Kim Young-guan lifts it and that was an acrobatic fall from Pakatar but he gets a free kick.
[1359.96 - 1372.96] P:1431.93 E:0.100932 |  For Brazil, we're midway through the first half on BBC Radio 5 Live, BBC Highlights tonight, BBC One, you'll be able to see the goals yourself of this game and 10-40 on BBC One tonight.
[1372.96 - 1380.96] P:1299.91 E:0.095105 |  You're really a stat about the lack of goals. Got a bit of egg on your face there, haven't you?
[1380.96 - 1384.96] P:1320.88 E:0.102508 |  Well you must be used to that with your predictions that never seem to come right.
[1384.96 - 1386.96] P:1346.41 E:0.093197 |  That's not strictly true is it?
[1386.96 - 1397.96] P:1403.54 E:0.101536 |  I did post on social media that there wouldn't be many goals, they have a history of not scoring in the first half and then I said Q, deluged your goals in the first half.
[1397.96 - 1406.96] P:1607.68 E:0.106499 |  There's a raking ball from Militar to Vinicius Jr who slips but still keeps the ball in play down by the corner flag on that left hand side.
[1407.96 - 1419.96] P:1449.83 E:0.101750 |  Pulls it back now and the cross curled in, punched away by Kim Sung-kyu and then collected by Militar out to Raphinha, waits on this right hand side.
[1419.96 - 1429.96] P:1551.88 E:0.098805 |  They've doubled up on Raphinha, he'll dart in between the two South Korean players but then it's played away up towards Sog and he is fouled and it will be a free kick.
[1429.96 - 1448.96] P:1558.30 E:0.096872 |  Raphinha very direct here, he gets the ball, likes to come inside on that left foot. Anthony of course getting his opportunity against Cameroon, he's a box of tricks but I think second fiddle to Raphinha.
[1448.96 - 1468.96] P:1603.23 E:0.096093 |  This is Lee Jae-soon, back now with the midfielder Hwang Eun-bong, near side is Hwang playing on this left hand side. Forward ahead of him is Kim Jin-soo, Kim Jin-soo will win a corner kick as he was closed down by Militar.
[1468.96 - 1471.96] P:1599.96 E:0.102453 |  So corner kick to South Korea who trailed 2-0.
[1471.96 - 1482.96] P:1589.35 E:0.098365 |  He had the opportunity there though Kim Jin-soo to whip an early crossing, decided to try and take Militar on. He's not got the better of him so far this evening.
[1482.96 - 1487.96] P:1506.93 E:0.089663 |  They got a goal from a corner didn't they against Portugal? Kim Yong-gwon.
[1487.96 - 1499.96] P:1515.62 E:0.098749 |  Yep, in the 2-1 victory in a dramatic fashion that it was. There's a corner kick that Song will take, Song in towards the near post headed out by Richalison for Brazil.
[1499.96 - 1511.96] P:1508.34 E:0.096040 |  In fact the nature of that goal for South Korea is a long range effort from Hwang is scooped up by Alisson. They actually qualified on goals scored with the nature of that 2-1 victory.
[1511.96 - 1527.96] P:1355.74 E:0.095617 |  The first team to do so since Paraguay, but in fact South Korea were one of the co-hosts back 20 years ago. 25 minutes play. Brazil lead 2-0, forward ball, couple of bounces through towards the goalkeeper Kim Sung-kyu.
[1527.96 - 1536.96] P:1337.93 E:0.096468 |  South Korea looking for a way back into the game. Two goals adrift. Far side the right, midway through the Brazil half.
[1536.96 - 1544.96] P:1309.36 E:0.095612 |  Played now back to Kim Min-jae gave away the penalty. This is Kim Yong-gwon, brings it forward over the halfway line.
[1544.96 - 1551.96] P:1457.74 E:0.097531 |  Pakatar approaches it, ball given away then by Kim Jinsu, but all of a sudden now they look vulnerable. And this is Neymar.
[1551.96 - 1560.96] P:1595.06 E:0.111455 |  And this is Neymar. Vanessa's junior streaking away to his left. Neymar will go it alone. Neymar on a diagonal trajectory running into the inside right channel.
[1560.96 - 1569.96] P:1470.73 E:0.101155 |  The penalty area was taken off his toes and he will win a corner kick for Brazil. And they've taken it quickly. Taking it short on the right hand side.
[1569.96 - 1584.96] P:1279.85 E:0.093056 |  Back towards Neymar. Goes central now to find Kasamira. Back now to Tiago Silva. Militant. Pakatar. Pakatar once more.
[1585.96 - 1598.96] P:1281.26 E:0.103728 |  Dinilo. Arquinhos has stayed forward at the moment. Ball given away by Vanessa's junior, but there isn't really the outlet to try and vacate the gap that has been left by Dinilo.
[1598.96 - 1608.96] P:1312.77 E:0.094814 |  And now it's with Wangin Bomb who will pass the ball forward towards that far side the right. And they've got Lee Jae-sun going ahead of them.
[1608.96 - 1615.96] P:1462.65 E:0.104226 |  That was a loose ball by Wangin Bomb and he's given it away straight towards Raphinha. Some of their ball retention has to be better.
[1615.96 - 1621.96] P:1467.52 E:0.106631 |  That's going to be an uncontested drop ball. No it isn't. The referee got in the way, but Neymar was able still to keep the ball. Turn.
[1621.96 - 1630.96] P:1487.08 E:0.096554 |  And now find Vanessa's junior who's attacking left hand side and will win a corner off the legs of Kim Moon-Hwan.
[1630.96 - 1641.96] P:1366.64 E:0.099267 |  Clever from Neymar the way he evaded the referee. He thought about not making him and then turned away from Cho. Pops of all that left.
[1641.96 - 1650.96] P:1547.76 E:0.100927 |  He just seems really comfortable at this moment in time for Brazil. Two nil up. Strutting their stuff.
[1651.96 - 1657.96] P:1557.22 E:0.109075 |  Corner kick far side the left. That's the familiar voice of Chris Sutton on BBC Radio 5 Live.
