[0.00 - 2.00] P:1455.62 E:0.126289 |  Shepchenko!
[159.00 - 161.00] P:1410.94 E:0.100241 |  Thank goodness I had a cap and some glasses,
[161.00 - 163.00] P:1455.29 E:0.112357 |  and you were pushing in front of us because we'd never got there.
[163.00 - 168.00] P:1612.81 E:0.098817 |  And no surprise to me and you, we actually beat Chris Sutton here.
[168.00 - 171.00] P:1479.91 E:0.087835 |  He was second again, trailing behind us.
[172.00 - 175.00] P:1460.65 E:0.118277 |  Well, once again, you're following Alan.
[177.00 - 180.00] P:1385.73 E:0.107634 |  Listen, if the game is as eventful as our journey here,
[180.00 - 182.00] P:1270.96 E:0.091249 |  then we're going to be in for some ride, aren't we?
[182.00 - 185.00] P:1776.66 E:0.097858 |  Absolutely. There's been quite a few problems for fans getting in.
[185.00 - 187.00] P:1677.34 E:0.095515 |  There's been quite a few problems for everybody getting in.
[187.00 - 189.00] P:1605.95 E:0.087647 |  We have managed to make it.
[189.00 - 192.00] P:1688.82 E:0.095851 |  We do not yet have our correspondent, John Murray.
[192.00 - 194.00] P:1432.00 E:0.095012 |  Our driver, John Murray.
[194.00 - 197.00] P:1679.46 E:0.097363 |  We had to abandon the car to find a way into the stadium.
[197.00 - 200.00] P:1549.16 E:0.094435 |  But I know Chris, if he can't read the teams,
[200.00 - 202.00] P:1661.73 E:0.095837 |  you would want it to be me, wouldn't you?
[202.00 - 204.00] P:1267.64 E:0.088320 |  Yeah, yeah, I think you're...
[204.00 - 206.00] P:1393.24 E:0.098249 |  You're rather than me, yeah.
[206.00 - 208.00] P:1731.24 E:0.091953 |  Absolutely, yeah. Well, that's what's going to happen.
[208.00 - 212.00] P:1673.83 E:0.098431 |  Because Alan has just kindly pointed out the fact that the Liverpool team
[212.00 - 213.00] P:1625.55 E:0.072802 |  has just been announced.
[213.00 - 217.00] P:1686.06 E:0.099103 |  I've got it in front of me. It's in a long list, but we'll manage it, I'm sure.
[217.00 - 219.00] P:1816.44 E:0.084665 |  So obviously, Alison and Gull, the back four.
[219.00 - 221.00] P:1503.21 E:0.101485 |  Alexander-Arnold at right back.
[221.00 - 223.00] P:1425.39 E:0.092071 |  Kanate and Van Dijk in the centre.
[223.00 - 224.00] P:1665.67 E:0.096977 |  Robertson on the left.
[224.00 - 227.00] P:1495.15 E:0.092511 |  You midfield three have for been your Henderson and Tiago
[227.00 - 230.00] P:1441.77 E:0.091048 |  with Diaz, Salah and Mane up front.
[230.00 - 232.00] P:1206.46 E:0.089891 |  No surprises, Alan.
[232.00 - 237.00] P:1369.01 E:0.095863 |  No, I mean, the only question mark to suppose were the injuries.
[237.00 - 241.00] P:1348.86 E:0.089535 |  And training has obviously gone well for Liverpool
[241.00 - 243.00] P:1538.45 E:0.109750 |  and their injuries the last few days.
[243.00 - 247.00] P:1538.12 E:0.093736 |  And if everyone was fit, then that's the team I expected, to be honest, yeah.
[247.00 - 249.00] P:1267.23 E:0.082916 |  Yeah, no great surprises there.
[249.00 - 253.00] P:1750.42 E:0.089155 |  I suppose it's just how fit Fabinho is and Tiago.
[253.00 - 257.00] P:1539.35 E:0.091093 |  I thought, you know, the centre half position was interesting as well.
[257.00 - 258.00] P:1406.13 E:0.099904 |  Kanate getting the nod.
[258.00 - 261.00] P:1716.76 E:0.101743 |  Klopp has trusted Kanate in the Champions League.
[261.00 - 263.00] P:1480.57 E:0.093199 |  Matip has had a great season.
[263.00 - 268.00] P:1314.46 E:0.085274 |  But Kanate made a mistake at the weekend, but he's still gone from tonight.
[268.00 - 273.00] P:1512.23 E:0.093691 |  The question marks over injuries were, of course, Tiago and Fabinho.
[273.00 - 275.00] P:1611.23 E:0.090476 |  This is probably the most obvious question.
[275.00 - 276.00] P:1727.67 E:0.086647 |  I'll ask you all night, Alan.
[276.00 - 278.00] P:1641.46 E:0.098120 |  What a boost to have them available.
[278.00 - 279.00] P:1497.15 E:0.085675 |  Oh, absolutely.
[279.00 - 283.00] P:1502.33 E:0.091665 |  They're two brilliant players, the protection for Fabinho Gibbs.
[283.00 - 287.00] P:1326.98 E:0.103547 |  We all know what Tiago can do on the ball,
[287.00 - 292.00] P:1407.06 E:0.097166 |  and they will need his skill and need his vision that he has
[292.00 - 296.00] P:1629.40 E:0.101853 |  and his ability to play those passes to try and get him behind.
[296.00 - 299.00] P:1639.20 E:0.092905 |  So that's huge news for Liverpool, absolutely.
[299.00 - 301.00] P:1388.25 E:0.085673 |  The only thing that did happen early tonight
[301.00 - 305.00] P:1504.01 E:0.100401 |  was the announcement of the Real Madrid team, which came over an hour ago.
[305.00 - 306.00] P:1733.72 E:0.096016 |  So this is it.
[306.00 - 307.00] P:1456.23 E:0.073013 |  Kortwaring goal.
[307.00 - 312.00] P:1462.84 E:0.089505 |  Carvajal, Militão, Mendi are in there at the back.
[312.00 - 317.00] P:1483.10 E:0.096341 |  The midfield, Cruz, Modric, Casamiro, Valverde starts in there as well.
[317.00 - 322.00] P:1489.12 E:0.089940 |  Obviously, Vinicius Jr. and obviously, Karim Benzema.
[322.00 - 325.00] P:1424.88 E:0.099086 |  And look, Chris, one of the important things about Liverpool
[325.00 - 330.00] P:1441.30 E:0.091231 |  having that midfield 3 fit is because of the midfield 3 of Real Madrid.
[330.00 - 333.00] P:1444.88 E:0.092801 |  You know, the fact that Modric, Casamiro and Cruz
[333.00 - 335.00] P:1395.75 E:0.088130 |  is what you're going up against.
[335.00 - 337.00] P:1280.20 E:0.095930 |  Camavinga can't even get the team.
[337.00 - 341.00] P:1656.52 E:0.107941 |  Yeah, but he's come on and had a real impact, hasn't he, in the Champions League?
[341.00 - 346.00] P:1482.32 E:0.099984 |  It's the same midfield as 2018, the Madrid team, which beat the Liverpool team.
[346.00 - 351.00] P:1544.61 E:0.092319 |  So, listen, it's a great boost for Fabinho and Tiago fit.
[351.00 - 355.00] P:1585.49 E:0.096086 |  I think the interesting thing about the Real Madrid team is the right-hand side.
[355.00 - 359.00] P:1463.39 E:0.097886 |  And that decision Valverde over Rodrigo, I think Valverde
[359.00 - 362.00] P:1473.54 E:0.093153 |  will be a little bit more disciplined and try and protect Carvajal.
[364.00 - 370.00] P:1622.48 E:0.105754 |  Yeah, I think looking at the other side in terms of Vinicius and Trent Alexander-Arnold
[370.00 - 372.00] P:1353.04 E:0.094027 |  I think that's going to be a fascinating battle.
[372.00 - 379.00] P:1331.74 E:0.096623 |  We know, everyone knows how important Trent is in terms of what Liverpool are going forward.
[379.00 - 383.00] P:1452.22 E:0.093231 |  But we also know what Vinicius does for Real Madrid
[383.00 - 387.00] P:1591.91 E:0.102036 |  and the relationship and the understanding that he has with Benzema.
[387.00 - 390.00] P:1520.37 E:0.107074 |  So, there's no doubt they'll be looking at Trent going forward
[390.00 - 393.00] P:1660.31 E:0.085865 |  and leaving Vinicius trying to exploit that space if he does him behind.
[393.00 - 397.00] P:1673.43 E:0.089923 |  We've got some brilliant interviews coming up between now and kick-off.
[397.00 - 399.00] P:1677.68 E:0.104784 |  We're assuming kick-off will happen on time.
[399.00 - 403.00] P:1590.40 E:0.098385 |  The reason I say that is the Liverpool team-buss only arrived about 15 minutes ago
[403.00 - 407.00] P:1468.76 E:0.095913 |  and Jurgen Klopp, when he came off the bus, found the time to give a wave
[407.00 - 410.00] P:1449.76 E:0.094274 |  to some of the fans who were on video screens in front of him.
[410.00 - 413.00] P:1429.31 E:0.096849 |  One of the interviews we'll hear is with Steve McMahonerman, of course.
[413.00 - 416.00] P:1537.50 E:0.097969 |  Former Liverpool and Real Madrid winger.
[416.00 - 420.00] P:1654.98 E:0.095351 |  He'll be telling us all about how much he enjoys watching Vinicius Jr play.
[420.00 - 426.00] P:1532.05 E:0.098452 |  We will also hear from Rafa Benitez on what it's like to manage Karim Benzema and Luca Modric.
[426.00 - 432.00] P:1443.21 E:0.091887 |  But before we really anchor ourselves in the present, we're going to take you to the past
[432.00 - 440.00] P:1416.05 E:0.092990 |  because it was in this city in 1981 when Liverpool won the European Cup by beating Real Madrid.
[440.00 - 444.00] P:1357.86 E:0.088761 |  It was Phil Thompson's third European Cup,
[444.00 - 450.00] P:1488.23 E:0.086817 |  but his first as captain thanks to Alan Kennedy's goal, which beat the great Real Madrid.
[450.00 - 454.00] P:1558.52 E:0.089814 |  They won the trophy, a trophy that Phil couldn't wait to get his hands on.
[454.00 - 456.00] P:1370.06 E:0.086236 |  You can see the size of it.
[456.00 - 467.00] P:1788.60 E:0.070681 |  So as we walked along where it was standing, you just looked at it glinting, gleaming in that night air
[467.00 - 472.00] P:1729.57 E:0.079376 |  and you were just, I couldn't wait to get my hands on it and that's all I could think of.
[472.00 - 476.00] P:1804.49 E:0.074769 |  As soon as that final whistle went, that's all I could get out my mind.
[476.00 - 480.00] P:1821.77 E:0.078885 |  Yes, we were all celebrating, hugging each other's staff, players.
[480.00 - 485.00] P:1966.64 E:0.055294 |  We were all over each other.
[485.00 - 487.00] P:1626.63 E:0.073846 |  I could not get this out of my mind.
[487.00 - 493.00] P:1658.99 E:0.061005 |  I'm going to lift the European Cup and we did it, I believe we did it right back then.
[493.00 - 497.00] P:1802.89 E:0.080792 |  The captain went up first and the rest of the players followed.
[497.00 - 503.00] P:1753.19 E:0.075154 |  Now the captain comes up last and sometimes he gets engulfed by all the other players
[503.00 - 512.00] P:1776.54 E:0.062275 |  and you miss out that money shot with that you lifting the cup and I got it in all its glory.
[512.00 - 518.00] P:1762.58 E:0.082684 |  The fella nearly took it away from me, the UEFA guy who was there because he shaked my hand
[518.00 - 521.00] P:1686.70 E:0.090589 |  and he goes to raise it in the air and it's only me.
[521.00 - 525.00] P:1749.73 E:0.086147 |  If people look at my pictures, I've got my two hands going like that.
[525.00 - 534.00] P:1888.39 E:0.056535 |  Give me the cup here and it's just an amazing feeling is that cup.
[534.00 - 539.00] P:1810.45 E:0.062601 |  We always and started off a season we had to be league champions.
[539.00 - 544.00] P:1723.41 E:0.066786 |  That's what our Ronnie Moran, Joe Fagan, Bob Paisley, that was your bread and butter.
[544.00 - 550.00] P:2011.32 E:0.069723 |  We'd finished fifth in the league that year so quite a few weeks before the end of the season
[550.00 - 554.00] P:1666.41 E:0.090318 |  we weren't winning it so the European Cup was taken on greater importance.
[554.00 - 556.00] P:1165.38 E:0.066580 |  We'd won a double, we'd won the league cup as well.
[556.00 - 560.00] P:2077.00 E:0.062590 |  Is it heavy? Because it's so big and shiny.
[560.00 - 568.00] P:1723.71 E:0.075974 |  It is and it is sort of big and heavy but because we've done it in 77-78 you realise when you lift it
[568.00 - 572.00] P:1678.00 E:0.077417 |  and to lift it above your head you have to hold the handles quite low down.
[572.00 - 577.00] P:1900.41 E:0.075639 |  So all this is going through your mind as well as you're looking at it the size of it
[577.00 - 583.00] P:1673.86 E:0.070415 |  because if you're holding too high up you're not going to get that picture with your gleaming face.
[584.00 - 589.00] P:1806.23 E:0.073944 |  So of course you hold it lower down and then you lift it above your head
[589.00 - 599.00] P:1799.07 E:0.077532 |  and that was the moment that you have sort of, you know it's going to be on every front page of every paper back in the UK.
[599.00 - 605.00] P:1945.51 E:0.066970 |  That moment, you know, I enjoyed watching it this morning and anybody could go and watch it
[605.00 - 610.00] P:1817.55 E:0.074819 |  but of course the moments that none of us get to see are the moments that happen when you go back into the dressing room
[610.00 - 618.00] P:1898.66 E:0.065780 |  where the cameras can't follow. So what sticks out in your mind of the celebrations after you get back into the dressing room with that big trophy?
[618.00 - 624.00] P:1850.14 E:0.081776 |  Well it was just wonderful. We could sort of party with the best of them the lads.
[624.00 - 633.00] P:1846.84 E:0.075740 |  What made that team so great was the camaraderie between everybody and the celebration, the dancing, the bouncing about
[633.00 - 637.00] P:1954.55 E:0.090027 |  and it's lovely you see now with social media and players have a mobile phone.
[637.00 - 643.00] P:1879.05 E:0.078686 |  We didn't have that then so it was private. I wish that we would have had mobile phones.
[643.00 - 650.00] P:1916.08 E:0.069442 |  Wish we would have had a camera crew in that dressing room to get those unique photographs
[650.00 - 657.00] P:1672.25 E:0.072226 |  and then we were all back to the hotel and I know we were there with all our family and friends, quite a few of us
[657.00 - 663.00] P:1448.29 E:0.073784 |  but a lot of the players who didn't have many of the family with them, they all went down the Moulin Rouge.
[664.00 - 672.00] P:1426.90 E:0.088122 |  The only thing that could possibly have made Phil Thompson sound better was the first practice of the Champions League anthem.
[672.00 - 676.00] P:1632.24 E:0.095061 |  Dare I ask where the Premier League trophy went in 1995 after you won it Alan?
[676.00 - 681.00] P:1478.32 E:0.098613 |  Well I better tell you because Chris was that drunk he didn't know a clue where we were.
[681.00 - 690.00] P:1470.92 E:0.102513 |  We ended up in a bar restaurant that Kenny had privately booked just in case we'd won it and yeah we ended up there in Preston.
[690.00 - 697.00] P:1397.52 E:0.101913 |  We ended up singing, dancing on the tables with all our families and friends and everything else and it went on a really long time.
[697.00 - 699.00] P:1592.40 E:0.094232 |  Still going anyway.
[699.00 - 700.00] P:1402.83 E:0.080769 |  As you can imagine.
[700.00 - 702.00] P:1369.36 E:0.103632 |  And then Alan the next day, Chris out to this fence.
[704.00 - 707.00] P:1515.81 E:0.100179 |  I wonder where that come from, I never said that you know.
[709.00 - 715.00] P:1509.72 E:0.093979 |  I mean, Chris just imagine what an incredible team you have to be in when you can say what Phil Thompson said there
[715.00 - 721.00] P:1548.39 E:0.098807 |  which is basically, yeah once you've lifted the European Cup a couple of times you learn which is the best place to hoist over your shoulder.
[721.00 - 731.00] P:1414.86 E:0.098245 |  Yeah and the amazing thing is is there are Liverpool fans right at this moment in time who think that this team is a better team than the teams of previous eras.
[731.00 - 735.00] P:1462.23 E:0.093403 |  Alan talked about you know the Paisley era, the Fagan era, the Shankley era.
[735.00 - 744.00] P:1291.20 E:0.094278 |  These are you know Immortals, legends of the club and you know great to look back at those times but this Liverpool team are setting their own standards.
[744.00 - 754.00] P:1397.34 E:0.093420 |  For them to even be spoken about in the same breath of some of those teams, some of those players, I mean Rush and Soonest and Phil Thompson, Hansen, Daglish.
[754.00 - 756.00] P:1633.31 E:0.105404 |  The list goes on and on.
[756.00 - 761.00] P:1335.04 E:0.093005 |  So if this Liverpool team were to win tonight, I mean it's immortality isn't it?
[761.00 - 766.00] P:1353.64 E:0.094670 |  It's like three trophies, three cups in the season, the biggest one that's available tonight.
[766.00 - 786.00] P:1376.69 E:0.094754 |  I mean it's an incredible team but they're all led by their leader, by one man which is obviously Jurgen Klopp and the way he handles himself, the way he presents himself and the way he manages that football club and that squad, the way he does it is absolutely incredible.
[786.00 - 793.00] P:1378.41 E:0.088242 |  There's a lovely moment a couple of minutes ago when Kenny Daglish came into the stadium and got a lovely ovation as you'd expect.
[794.00 - 805.00] P:1572.07 E:0.094753 |  I think even some of these players Alan are making that comparison and I'm talking about the older ones, you know Alan Kennedy said it the other day and Phil Thompson said it to me and actually Jamie Karraker said to us earlier,
[805.00 - 811.00] P:1613.91 E:0.088574 |  if Liverpool win tonight, absolutely put Klopp there with Shankly, absolutely put him with Paisley. I don't think you could find a better compliment.
[811.00 - 825.00] P:1408.44 E:0.094855 |  Absolutely, that's what I mean about immortality, about this group that Klopp has brought to the football club and that Klopp has sort of harnessed in the way that they can do what they've been doing all this season.
[825.00 - 834.00] P:1491.77 E:0.092725 |  Their squad is without doubt been improving year on year, the signings that they have made, their transfer policy has worked for them superbly well.
[834.00 - 843.00] P:1367.96 E:0.093918 |  When you compare to what they had three or four years ago to what they've got now in terms of strength and depth, it's totally different, much, much better.
[843.00 - 853.00] P:1386.88 E:0.092845 |  One player goes out, another one comes in, another top player comes in, but as I said, yeah, that has all come from Jurgen Klopp and what a special manager he is.
[853.00 - 863.00] P:1465.65 E:0.089808 |  You can tell that there have been a lot of problems with fans getting into the stadium because we've got less than an hour to kick off and it's about a quarter full maybe at the moment.
[863.00 - 870.00] P:1700.74 E:0.095153 |  Clearly you can tell where all the posh UEFA people are going to be sitting because there's a massive empty area, completely empty right opposite us.
[870.00 - 890.00] P:1588.11 E:0.091228 |  But what we can see is lots of big, beautiful, billowing Liverpool banners and I'm looking at one right in front of me, an image of Jurgen Klopp which just says, boss, we are going to hear from the Liverpool manager our own interview, great interview that he's done with Juliet Farrington after the latest news on Five Live with Carl Hartley.
[891.00 - 897.00] P:1508.94 E:0.117729 |  Listen on BBC Sounds, this is BBC Radio 5 Live.
[897.00 - 904.00] P:1239.12 E:0.095721 |  The Environment Agency say a super yacht which has sunk in Torquay Harbour had about nine tonnes of diesel on board.
[904.00 - 913.00] P:1544.30 E:0.080837 |  Emergency services are now working to stop the fuel spreading after declaring a major incident. John Donovan is from Devon and Cornwall Fire Service.
[913.00 - 923.00] P:1814.94 E:0.093309 |  What we've done is we've utilised the equipment from the Harbour Master and Environment Agency and our own environmental equipment in order to contain some of the fuel that came out of that vessel, obviously now it's sunk.
[923.00 - 935.00] P:1650.30 E:0.084304 |  And then we've got the Environment Agency and the Harbour Master putting their clean up team and implementing their environmental plan in order to contain that fuel and then remove it from the water within the harbour.
[936.00 - 941.00] P:1289.43 E:0.093185 |  Three more Conservative MPs have revealed that they've submitted letters of no confidence in Boris Johnson.
[941.00 - 951.00] P:1626.69 E:0.077557 |  They join five other Tory-backed benches who have questioned the Prime Minister's authority since the publication of Sue Gray's report into lockdown parties in Downing Street.
[951.00 - 959.00] P:1703.78 E:0.081753 |  The leaders of France and Germany have urged Vladimir Putin to hold serious negotiations with Ukraine's President Volodymyr Zelensky.
[959.00 - 969.00] P:1478.38 E:0.073428 |  In a phone call at last in 80 minutes Emmanuel Macron and Olaf Schlotz also called for the release of prisoners who were being held at a steelworks in Mariupol.
[969.00 - 979.00] P:1652.18 E:0.084619 |  And after a day of travel disruption at the start of the half-term break in parts of the UK, there's a warning that problems are likely to continue for more than a week.
[979.00 - 988.00] P:1637.65 E:0.077842 |  Families heading abroad for a holiday have expressed their frustration after EasyJet cancelled more than 200 flights and two e-cuts at some of its services.
[988.00 - 996.00] P:1494.21 E:0.069493 |  There have also been long delays at the port of Dover, causing problems for some football fans heading to France for the Champions League final.
[1018.00 - 1020.00] P:1535.87 E:0.099141 |  And from Six Music...
[1020.00 - 1023.00] P:1654.34 E:0.119736 |  Better, happier, more productive...
[1023.00 - 1028.00] P:1631.73 E:0.125005 |  ...revisit Radiohead's groundbreaking album with a deep dive into OK Computer.
[1028.00 - 1031.00] P:1538.89 E:0.124817 |  First time I press record you could just feel the magic was there.
[1031.00 - 1036.00] P:1486.91 E:0.103263 |  Celebrate the legacy of the 90s. Listen on BBC Sounds.
[1036.00 - 1041.00] P:1299.90 E:0.109945 |  This is Five Lives Sport with Steve Crossman.
[1042.00 - 1051.00] P:1662.42 E:0.099241 |  And we're live from the beautiful stade de France for the 2022 Champions League final under an hour to kick off Liverpool vs. Real Madrid.
[1051.00 - 1055.00] P:1518.11 E:0.089562 |  We're just waiting now for the teams to come out and begin their warm-ups.
[1055.00 - 1058.00] P:1511.85 E:0.092356 |  You won't need me to tell you when that happens.
[1058.00 - 1065.00] P:1513.01 E:0.091192 |  Even with thousands of fans struggling to get inside the stadium, there is still enough here already to make plenty of noise.
[1065.00 - 1071.00] P:1536.84 E:0.091056 |  We struggle to get in. I'm delighted to say that our correspondent John Murray has made it in. Good evening.
[1071.00 - 1076.00] P:1142.76 E:0.092379 |  Just had a look outside where it is a little bit fractious actually.
[1076.00 - 1080.00] P:1126.06 E:0.093478 |  Just outside the stadium immediately where we come in.
[1080.00 - 1085.00] P:1266.63 E:0.084936 |  You know, there were police in body armour.
[1085.00 - 1091.00] P:1203.75 E:0.085830 |  There was a little bit of scuffling around going on from them.
[1091.00 - 1098.00] P:1197.50 E:0.094639 |  And in the area immediately where we were, stewards running here and there, which is never a good sign.
[1098.00 - 1102.00] P:1182.93 E:0.088040 |  So, you know, let's just hope everything's OK outside.
[1102.00 - 1108.00] P:1060.93 E:0.088820 |  But there were still a lot of people outside the stadium. What, 10, 15 minutes ago?
[1108.00 - 1115.00] P:1117.13 E:0.088143 |  And, I mean, inside the ground, as you've just said, Steve, still thousands and thousands and thousands of empty seats.
[1115.00 - 1124.00] P:1133.25 E:0.093564 |  It would appear, wouldn't it, from where we're looking here, that the Real Madrid end to our left seems to be more fully occupied than the Liverpool end.
[1124.00 - 1130.00] P:1105.82 E:0.094626 |  I mean, it's slowly filling up, but there are definitely problems outside, you know, whether it's on the roads or outside the stadium.
[1130.00 - 1134.00] P:1196.36 E:0.074102 |  So, let's just hope everything's OK.
[1134.00 - 1141.00] P:1553.72 E:0.092870 |  The first I saw of this was a tweet from Ian Ladiman saying, you know, advice to Liverpool fans, get here as early as you can,
[1141.00 - 1145.00] P:1641.09 E:0.094035 |  because even about two and a half hours ago, it was still a struggle.
[1145.00 - 1151.00] P:1573.90 E:0.092022 |  But let's just hope everybody can get in safely. But what should be, John, a spectacular night?
[1151.00 - 1155.00] P:1329.59 E:0.091708 |  Yeah, well, it does feel as though the place has come alive now, doesn't it?
[1155.00 - 1163.00] P:1351.98 E:0.097954 |  We've been here the last couple of days, a largely empty stadium, watching the various things that happen on the couple of days before a match of this magnitude.
[1163.00 - 1168.00] P:1254.21 E:0.088650 |  But now, suddenly, looking around the place, it's transformed, isn't it?
[1168.00 - 1174.00] P:1396.59 E:0.088897 |  It feels like we're on the verge of the truly big occasion that this final is.
[1174.00 - 1182.00] P:1276.98 E:0.097717 |  And in terms of the team news, just to run through it again for those maybe who've just joined us, I think, you know, the big questions were, would Thiago play?
[1182.00 - 1187.00] P:1249.19 E:0.095950 |  Yes, he is. Would Fabinho be fit? Yes, he is. They're both starting the match.
[1187.00 - 1190.00] P:1289.16 E:0.097037 |  Who would play alongside Van Dijk? It's Kanate.
[1190.00 - 1197.00] P:1037.96 E:0.093611 |  So, the Liverpool team, Alisson, Alexander-Arnold, Kanate, Van Dijk and Robertson, then Henderson, Fabinho and Thiago.
[1197.00 - 1202.00] P:1225.04 E:0.090369 |  And then that front line, which really has become the first choice front line of Salah, Mane and Diaz.
[1202.00 - 1206.00] P:1239.15 E:0.087432 |  And the question for Real Madrid, would Alaba be fit? And he is.
[1206.00 - 1212.00] P:1171.81 E:0.090576 |  So, it's Courtois, Carvajal, Militao, Alaba and Mendi, Casamiro with Modric and Croz either side.
[1212.00 - 1216.00] P:1093.83 E:0.087010 |  And then Valverde on the right, Venetius on the left.
[1216.00 - 1219.00] P:1147.93 E:0.090731 |  And the main man, Benzema, through the middle.
[1220.00 - 1229.00] P:1345.81 E:0.098809 |  I mean, you're right, this place is going to be an incredible come kick-off because we've got two very, very good teams, two attacking teams,
[1229.00 - 1238.00] P:1321.80 E:0.101202 |  who want and their fans demand that they go forward and score goals, which hopefully has set up very nice for the neutral like we are.
[1238.00 - 1246.00] P:1473.53 E:0.090938 |  We're going to see a lot of goals, hopefully. It is all set up. It's looking and feeling absolutely magnificent.
[1246.00 - 1252.00] P:1599.02 E:0.092845 |  Sitting here now, it feels really strange to think that 2022 got off to such a bad start for Jurgen Klopp,
[1252.00 - 1257.00] P:1474.57 E:0.092980 |  because he got Covid, his team were 12 points behind Manchester City in the Premier League.
[1257.00 - 1263.00] P:1629.72 E:0.093857 |  He recovered, of course, then they pushed City all the way in the Premier League, but he's been telling Juliet Behrington.
[1263.00 - 1271.00] P:1398.19 E:0.085715 |  It was at that point, back in January, that his side set themselves a private project that will end in Paris.
[1272.00 - 1276.00] P:1270.49 E:0.095994 |  We called it that time, we are men on a mission without telling anybody.
[1276.00 - 1284.00] P:1350.94 E:0.067244 |  And we were, we are. So that's cool, that's a special group, you know that.
