[0.00 - 5.12] P:1580.98 E:0.017439 |  Here we can see David Beckham at the mouth of the tunnel alongside
[386.44 - 389.44] P:1672.10 E:0.026193 |  Champions League winners from Porter in this Portuguese side
[389.96 - 391.56] P:1603.60 E:0.020345 |  here's
[391.56 - 395.56] P:1508.15 E:0.025905 |  Ronaldo left for Deco perhaps Chelsea bound Deco
[396.00 - 402.36] P:1595.54 E:0.026244 |  To the left of the England penalty here and he gets the cross in low simple clearance by Terry to Gerard and Gerard hits it
[402.40 - 408.92] P:1610.29 E:0.023002 |  Towards the halfway line England quite deep there Terry are you expecting a fairly cautious approach over the first 15 minutes?
[408.92 - 412.68] P:1529.79 E:0.027495 |  Yeah, they haven't really settled down yet England and past the ball. It's been all Portugal
[412.68 - 416.24] P:1744.40 E:0.028211 |  I think just showing a few signs of nerves there trying to get the ball down and playing
[416.24 - 419.24] P:1882.47 E:0.029157 |  I think the Portuguese system is gonna frustrate England
[419.36 - 424.12] P:1683.60 E:0.029424 |  But already we saw early on Owen just offside from a pass from Rooney. He's playing on the last
[425.04 - 428.68] P:1629.74 E:0.029326 |  Defender is playing on the shoulder of the last defender. There is space behind that Portugal back for
[429.08 - 432.72] P:1848.68 E:0.029782 |  Interesting the costina is sticking pretty close to Wayne really at the moment
[432.84 - 438.60] P:1844.56 E:0.031909 |  Here's Sol Campbell for England to Gerard back to Campbell England with the one to 11
[438.60 - 442.92] P:1927.05 E:0.029908 |  I there's any been the one change that was of course when lampard was injured
[443.36 - 447.12] P:1924.31 E:0.029027 |  For the first game. It's hit outfield now by David James
[458.68 - 464.44] P:1717.66 E:0.034960 |  And the international threat and after just two minutes he puts England in front
[464.44 - 469.76] P:1808.43 E:0.030300 |  It was a true striker finish wonderfully slip the smash past Ricardo
[470.16 - 472.16] P:1751.68 E:0.031451 |  England won Portugal now
[472.36 - 478.32] P:1598.94 E:0.035062 |  Well, well, well is this scripted? I can't believe it. It was actually flicked on into Michael Owens path by Castigna
[478.32 - 482.48] P:1700.15 E:0.031749 |  Trying to do a job on Rooney. He only flicked it past the two center defenders
[482.48 - 485.04] P:1623.15 E:0.034502 |  It was awkward for Michael Owen to take he had to do a
[485.56 - 491.72] P:1608.29 E:0.034072 |  360 degree turn and flick it with the outside of his right foot which he did it flew past Ricardo Ricardo no chance
[491.72 - 496.12] P:1529.40 E:0.034516 |  And that's the goal we've all been waiting for has taken four games to get there Michael Owen
[496.56 - 502.04] P:1475.63 E:0.030711 |  Fantastic finish to one opportunity. He's had in the game. I think it may have been his first touch in the match. It's one nil England
[502.88 - 504.08] P:1492.42 E:0.024167 |  Well
[504.08 - 508.16] P:1625.71 E:0.027147 |  It was instinct. He didn't have time to think about it. I think that was a great thing about it
[508.32 - 511.36] P:1622.59 E:0.028506 |  Terry you know earlier chances that I might have fallen his way in this tournament
[511.36 - 516.96] P:1689.95 E:0.025619 |  He's had too much time to think about it. He has like a little confidence. That was pure instinct and
[517.48 - 523.84] P:1685.75 E:0.025837 |  The only data have my mind is that as my kingdom reminds me Paul schools scored early on in I'm hoping
[524.08 - 530.16] P:1569.37 E:0.026782 |  Against Portugal similar time. Yeah, well, do you look at Christ's score out against England as well and that only inspired England to come back
[530.16 - 536.08] P:1671.73 E:0.029281 |  Let's hope it doesn't inspire Portugal Deco looking for Nuno Gomez good header back by Gary Neville to David James
[536.08 - 540.84] P:1803.33 E:0.026613 |  And oh by the way has created a little bit of English history because he's become the first
[541.56 - 545.04] P:1744.94 E:0.027026 |  England international to score in four successive
[545.96 - 550.44] P:1632.97 E:0.026853 |  Championship finals whether it's a World Cup or a European Championship Jeff first. It's going in three
[550.76 - 556.76] P:1630.29 E:0.028052 |  Owen makes it forward. It's his 20 second goal for England Gerard looking for Owen again
[556.76 - 560.34] P:1726.44 E:0.030312 |  That's intercepted by Nuno Valente and how will Portugal respond?
[560.64 - 567.00] P:1725.42 E:0.030613 |  Ronaldo comes forward Gerard gets there Gerard aggressively in and fairly wins the ball puts you putting it out of play
[567.00 - 573.12] P:1574.78 E:0.025849 |  I'll bring in Grand Taylor in just a moment, but here's a throw in for Portugal taken by Ronaldo headed down by Figo on by
[573.12 - 579.48] P:1718.33 E:0.029046 |  Maniche and then Beckham's in there Beckham gives it away though who is club colleague a Figo Figo runs it out of play
[579.48 - 581.48] P:1929.81 E:0.030758 |  And it's a thing of throwing Graham
[582.12 - 584.12] P:1912.78 E:0.030444 |  Can you hear me Graham?
[584.12 - 586.12] P:1724.83 E:0.037781 |  I can just hear you say
[586.56 - 593.72] P:1726.62 E:0.033527 |  All I can say is that isn't that the fella that some people saying shouldn't have been dropped should not be in this
[594.32 - 597.24] P:1712.33 E:0.034046 |  It was always on a tremendous finish by him
[601.00 - 606.12] P:1644.89 E:0.029561 |  So skulls to score to no one scored and that really's only hit forward lap part two
[606.36 - 611.44] P:1689.71 E:0.029124 |  Here's Figo for Portugal stung by that early blow but Figo does well gets the cross into the penalty
[611.44 - 616.24] P:1735.76 E:0.033107 |  Ronaldo's there, Ronaldo's right foot shot hits an offender and James punches on the ball
[616.24 - 617.72] P:1802.66 E:0.030679 |  There was a good cross from Figo
[617.72 - 621.60] P:1666.19 E:0.033852 |  He managed to wriggle past Gary Neville got the cross to win all the way across the six yard line
[621.60 - 626.96] P:1700.27 E:0.031080 |  I think we went to Ronaldo his first shot was blocked by Ashley Cole the fell to me had to spin and hit it on the turn
[626.96 - 627.76] P:1532.05 E:0.031416 |  And there was Campbell
[627.76 - 631.08] P:1511.12 E:0.032324 |  There was to Cole as well to go and block the shot the ball going through the David James
[631.08 - 636.48] P:1718.16 E:0.026775 |  That's the second file by Deco and Gerard and this time our smile allowed it to go unchecked
[636.96 - 642.36] P:1673.59 E:0.025449 |  And that's hit forward by Gary Neville towards Wayne Rooney left of the Portuguese penalty area
[642.36 - 646.36] P:1638.77 E:0.027014 |  Our Cavalio goes with him Rooney is the ball Rooney checks on to his left foot
[646.68 - 650.40] P:1797.74 E:0.024869 |  Yes the cross ended they can flexion no it didn't it's behind for a goal kick
[650.40 - 653.76] P:1805.72 E:0.031285 |  I'll tell you what Gerard is very key. He's the one that's sitting on Deco
[653.76 - 658.84] P:1490.03 E:0.029554 |  He's the one that's gonna patrol in front of his back for whenever the wide applies by getting the ball into the lamp
[658.84 - 662.72] P:1524.23 E:0.027991 |  Part or is Gerard that's coming out to try and make it a 2v1 situation
[663.20 - 666.60] P:1597.46 E:0.029137 |  That Mike's reminding me of all the things I don't want to be reminded of
[667.16 - 672.28] P:1620.83 E:0.028036 |  He's just said of course Owen did score to put us in front against Brazil and the World Cup quarter
[672.28 - 677.32] P:1736.21 E:0.025387 |  Will you just sit there and just don't even concentrate you come on when you're in commentary
[677.88 - 680.52] P:1633.63 E:0.021961 |  Honest to goodness. She don't want to hear anything like that to you Terry
[680.88 - 682.96] P:1729.29 E:0.025330 |  No, you certainly don't have to be a help, you know
[683.12 - 687.00] P:1399.22 E:0.027133 |  Well, we're in the one and up against France and one and up against Brazil and lost those matches
[687.00 - 691.88] P:1548.88 E:0.023681 |  But you know it's sometimes a goal when you score a goal very early on yes
[691.88 - 694.00] P:1537.88 E:0.023992 |  I can tell you down but can inspire the opposition
[694.00 - 698.20] P:1610.80 E:0.027202 |  So even they've got to just settle down now make some passes look for the long ball through to Owen
[698.20 - 702.16] P:1634.63 E:0.026130 |  Who's on the back on the shoulder that asked to defend is now still don't write this defensive pair at all
[702.16 - 706.02] P:1537.86 E:0.026763 |  Owen and Rooney are running off them into space because the two fullbacks push on all the time
[706.28 - 707.68] P:1743.68 E:0.022398 |  St. Michael
[707.68 - 713.92] P:1815.02 E:0.027069 |  The ball is with skulls on the far side of the field doesn't he look sparky since he got the goal in the last game
[714.88 - 719.16] P:1534.21 E:0.018913 |  It's coming right for England now. What about David Beckham? Come on Beckham. We start well
[719.16 - 720.32] P:1353.01 E:0.026712 |  I think he started off well
[720.32 - 724.60] P:1517.04 E:0.027978 |  He's having to do a more defensive job at the moment is still frenetic is still frantic in them
[724.68 - 727.60] P:1515.07 E:0.034034 |  What happens is the the Portuguese fullbacks are pushing down?
[728.24 - 730.32] P:1551.68 E:0.034676 |  Miguel pushing down on the skulls on the other side
[730.32 - 735.56] P:1532.24 E:0.031997 |  Who never went is pushing down on to onto Beckham sometimes leaving space for Michael Owen in behind the fullback area
[735.56 - 741.00] P:1599.23 E:0.032856 |  Well, Castein is following and Rooney everywhere never with a throwing towards the goal scorer Michael on and Dranny
[741.40 - 745.06] P:1594.20 E:0.032755 |  Aggressively in but on holds them off. You see what a goal will do for you
[745.28 - 746.40] P:1564.92 E:0.017114 |  Owen
[746.40 - 750.32] P:1595.18 E:0.027708 |  Into lampard and back to Gary Neville. There's no width on the England left
[750.32 - 755.92] P:1784.33 E:0.026460 |  So it's staying on the right side Beckham into own Gerard's available and in room Gerard comes forward
[755.92 - 757.36] P:1900.28 E:0.029835 |  Try to squeeze it through to Rooney
[757.36 - 760.72] P:1707.10 E:0.027053 |  It was a block back to senior and then lampard gets in a tackle
[760.72 - 764.76] P:1649.23 E:0.029356 |  But it's run away by Miguel on the far side of the field England leading one
[764.76 - 770.44] P:1605.79 E:0.030115 |  No, the goal from Michael Owen after two and a half minutes and you're listening to five live on the BBC
[771.32 - 777.40] P:1715.31 E:0.028669 |  The ball given away by Miguel should have been cut out by Beckham taken up by Louis Figo nearly eight minutes played
[777.40 - 781.44] P:1623.48 E:0.030282 |  Figo cuts in field looks for no no Gomez the battle back from the new Gomez was bruer
[781.88 - 785.64] P:1834.20 E:0.031818 |  Manish should skipping just over the crossbar and I think James got a finger to it
[785.64 - 788.84] P:1769.16 E:0.029584 |  It's behind for a corner. Yeah, the ball just breaking to money
[788.84 - 794.48] P:1672.10 E:0.033585 |  So I think it was just outside the box and decided to hit it first time a swerving right footer just underneath the crossbar
[794.48 - 796.76] P:1609.47 E:0.029714 |  I think David James got the corner my thing
[796.76 - 800.72] P:1750.79 E:0.031814 |  So it's a corner to support to go corner taking short swing it towards the near post goes a long way
[800.72 - 806.80] P:1698.40 E:0.031321 |  Scalpel there social now though Ronaldo falls over going for a penalty not given by Ersmire. I told you's a good referee
[807.68 - 810.92] P:1714.10 E:0.028802 |  Balls at a play on the far side of the field and it will be a throw into England
[810.92 - 813.40] P:1383.20 E:0.026884 |  That's a problem the ball comes in on the corner, and I think it's
[814.20 - 818.44] P:1539.79 E:0.025732 |  Hit that thing was actually cold just seems to bounce off his knees in the box
[818.44 - 821.12] P:1625.04 E:0.029856 |  I think it was sold caramel that blocked the shot from Ronaldo, but
[821.56 - 822.96] P:1893.62 E:0.024943 |  It's plenty defending for me
[822.96 - 828.04] P:1817.15 E:0.031183 |  They just got to be more authoritative when it comes to set pieces and when it comes to defending just get rid of the ball
[828.04 - 831.84] P:1743.71 E:0.027687 |  Get it out be professional call with a throw in towards the halfway line Miguel
[831.84 - 838.00] P:1574.87 E:0.023683 |  Knucks it high into the air Gerard jumps heads it into the center circle, but here come Portugal again
[838.16 - 844.40] P:1609.17 E:0.023993 |  It's with no Valentino forward to Ronaldo down the near touch line the Portuguese left and he cuts in field
[844.40 - 850.08] P:1663.82 E:0.022936 |  Then he checks again clicks it wide to do the valente now to Maniche midway inside England's half
[850.20 - 857.28] P:1705.26 E:0.027895 |  The run by Deco Maniche should slow instead headed away by Terry and schools has the ball schools sort of the halfway line
[857.28 - 861.44] P:1721.06 E:0.026198 |  But there's quite a gap between midfield and attack at the moment for England schools ready for support
[861.44 - 866.76] P:1720.57 E:0.031446 |  They caught a possession a tackle takes it up tackle launches it to Figo into the penalty area right side
[870.52 - 872.52] P:1670.39 E:0.028584 |  Corner must contain an affliction
[872.64 - 878.00] P:1587.32 E:0.035672 |  Well Paul's goals took an eternity in the middle of the park didn't know where to play the ball across coming in from Maniche
[878.00 - 883.36] P:1607.82 E:0.033101 |  And it came off I think it came off Deco for a goal kick with the referees given a corner this time the left hand side second
[883.36 - 890.36] P:1694.42 E:0.026091 |  One to Portugal England didn't really protest very much nearly 10 minutes gone England need 1-0 the goal from Michael Owen
[891.64 - 895.04] P:1728.72 E:0.024620 |  Corner take it played in good punch by David James
[895.20 - 898.16] P:1837.70 E:0.026538 |  That's the way you want to see the goalkeeper fist the ball away to save deep
[898.16 - 901.20] P:1611.50 E:0.028328 |  It went 50 yards and I had a plate for a throw in figure came short
[901.20 - 906.04] P:1591.85 E:0.026656 |  There was still five in in the box the ball was our it in in Swinger right foot from the left hand side James came out
[906.04 - 911.28] P:1649.50 E:0.029819 |  Got a good fist to it the ball went out for a throw and that's what you want to see exactly right England just a little deep Terry
[911.92 - 916.00] P:1685.81 E:0.029023 |  It's worrying me is it because Portugal are pressing the back or England are playing deep well
[916.00 - 919.24] P:1531.11 E:0.030510 |  I've got a reaction from Portugal didn't we I mean about eight minutes ago England scored
[919.32 - 922.60] P:1511.67 E:0.028447 |  It has been a positive reaction from Portugal forced a couple of corners
[922.60 - 928.72] P:1650.08 E:0.030861 |  Oh Campbell put Cole into but above of there, but Cole did well finding his arsenal colleague once more and now forward to Michael
[928.72 - 933.60] P:1770.45 E:0.030913 |  Oh, and if Rooney's gonna be mark on will have room on over the halfway line and then oh
[933.60 - 935.40] P:1692.27 E:0.032311 |  I don't know what he was thinking there Michael
[935.40 - 941.00] P:1753.79 E:0.026189 |  But his first touch was poor and the ball is back with none of a lent it into Figo well done
[941.00 - 945.20] P:1693.06 E:0.028905 |  Frank lamp are taking the ball off figure and then I think he thought there three kickers gonna be awarded
[945.20 - 951.88] P:1770.58 E:0.034834 |  The ball squats away to on on in towards Rooney Rooney into the penalty block three kicking them come on David Beckham
[952.84 - 956.68] P:1670.09 E:0.036840 |  Our blocking Rooney then the ball luckily broke to Michael on on the right hand side
[956.68 - 960.32] P:1680.71 E:0.033051 |  He had one thought in his mind to play Rooney his strike partner dead center of goal
[960.32 - 964.40] P:1671.32 E:0.028616 |  Rooney's touch was to the to the left hand side Cavalaro came out and blocked him
[964.40 - 970.56] P:1627.73 E:0.026911 |  He's protesting that he wasn't foul or didn't foul when Rooney, but it's Beckham territory. It's right of center about
[971.16 - 973.16] P:1614.03 E:0.026999 |  24 25 yards out
[973.84 - 981.48] P:1809.66 E:0.026691 |  Ricardo beware he's leaning against up one of the uprights trying to organize the Portuguese wall
[982.04 - 989.04] P:1900.47 E:0.028602 |  Ersmire will try to make sure that it's back fully ten yards loose Figo's just standing four or five yards away from Israel Madrid Colley
[989.04 - 993.60] P:1888.15 E:0.026803 |  And Beckham is saying the wall is not ten yards back and of course, it's not ten yards back
[993.76 - 998.84] P:1954.96 E:0.028721 |  Well, you can't be because you gave you by the cuts of the grass don't you the way the grass is cut at like six yards six meters
[999.16 - 1001.16] P:1958.57 E:0.028960 |  Still not back ten ten yards
[1001.36 - 1006.00] P:1923.00 E:0.032636 |  Well, actually what happened there was the Beckham actually moved the ball back to give himself a little bit more room and new
[1006.00 - 1012.52] P:1971.96 E:0.029359 |  Novalendi at the nerve to complain so it's a long time before this free kick is taken nearly 12 minutes gone England
[1012.52 - 1017.76] P:1872.99 E:0.032103 |  The goal up through Michael own it's Beckham territory that the wall is nowhere near ten yards away
[1017.76 - 1023.80] P:1956.05 E:0.026382 |  I don't even take yards clear Beckham's gonna take the free kick anyway right footed sorting in takes an affection
[1023.84 - 1028.04] P:1770.21 E:0.032765 |  Rune's there really shot blocked by the goalkeeper Ricardo and behind for a corner
[1028.64 - 1033.04] P:1569.83 E:0.034441 |  Yeah, ball played Wayne really the boat up in there. You're right. The wall was never ten yards away
[1033.04 - 1035.04] P:1761.14 E:0.027293 |  No, he fight it in it in close to game
[1035.52 - 1040.56] P:1731.80 E:0.034277 |  Beckham shot was blocked in the felt a Rooney, but it was really wide on the right hand side Ricardo came out
[1040.56 - 1046.32] P:1873.83 E:0.030887 |  Well to block it right on the goal line corner England. I mean, there's no excuse for the referee not knowing that wasn't ten yards
[1047.16 - 1052.36] P:1833.04 E:0.025607 |  Beckham to take the corner from the right hand side five white shirts to aim at inside the penalty
[1052.36 - 1057.76] P:1726.77 E:0.028550 |  It's played in deep lamp or is there so to his combo ball breaks to Michael on left edge of the penalty here
[1057.76 - 1062.58] P:1624.25 E:0.027677 |  He's tackling beaten by Ronaldo Ronaldo back to Castigna and Castigna waves it upfield
[1062.58 - 1066.20] P:1765.13 E:0.027159 |  But straight out of play and it's a throw into England on the far side of the field
[1066.20 - 1068.32] P:1601.69 E:0.022813 |  You think the referee looks a bit like Richard Branson?
[1069.80 - 1071.92] P:1531.42 E:0.021056 |  No, no, I think he does all right
[1072.64 - 1075.60] P:1569.98 E:0.023594 |  Trust you. I think your referees like Richard Branson as well at times
[1076.48 - 1078.32] P:1725.26 E:0.025080 |  Now listen just lay off them, you know
[1078.32 - 1084.60] P:1666.59 E:0.028773 |  We don't want to antagonize them even from this distance skulls in the far side well played skulls into lampard lampard then
[1085.04 - 1090.36] P:1722.13 E:0.026767 |  Rather loose with possession and it's cleared away to none of Gomez back to Deco and Deco
[1090.64 - 1094.76] P:1669.80 E:0.027696 |  Hit the ball to the left hand side brilliantly brought done by the right five Manish
[1094.76 - 1099.20] P:1743.97 E:0.026924 |  Who's inside the center circle line stepping away from Rooney Manish forward to Deco?
[1099.20 - 1100.80] P:1685.97 E:0.025495 |  Deco's getting a lot of room
[1100.80 - 1104.64] P:1645.36 E:0.031504 |  Deco now has Ronaldo ahead of him plays it behind the United York sir
[1104.68 - 1106.56] P:1766.98 E:0.028501 |  And it's I just play for a throw it
[1106.56 - 1108.32] P:1725.61 E:0.030539 |  I think there's good coverage on the England midfield
[1108.32 - 1112.00] P:1469.32 E:0.031138 |  They're forming a good screen in front of their back for the back for really up for it tonight
[1112.20 - 1118.20] P:1401.87 E:0.029788 |  Anything I would say is very difficult to build it from the back and when England do get their wide midfield players and skulls and Beckham on the ball
[1118.28 - 1121.20] P:1460.64 E:0.026401 |  They've got to keep it better because that's the space on the plant
[1122.12 - 1124.64] P:1709.79 E:0.029387 |  Well, no country has ever lost the
[1125.08 - 1129.76] P:1640.48 E:0.028046 |  Sorry, only one country's lost the first game the European Championship and come back to win it
[1129.76 - 1133.80] P:1804.60 E:0.027751 |  That was Holland in 1988. Well, both these countries lost their opening game
[1134.68 - 1142.04] P:1604.86 E:0.029416 |  Obviously both of them have a clear chance in Euro 2004 England leading by one goal to nil Ronaldo was dying
[1143.04 - 1149.52] P:1788.49 E:0.026937 |  Filed by Ashley Cole according to the linesman who's only a couple of yards away nice set pieces Terry set pieces
[1149.52 - 1153.96] P:1637.32 E:0.028745 |  Yeah, it's a free kickers never a free kick as well. He really died for that did Ronaldo
[1153.96 - 1158.32] P:1635.01 E:0.031977 |  But it's convinced the lines and it's convinced the referee. This is where England. This is there Achilles heel
[1158.32 - 1159.68] P:1629.60 E:0.029312 |  They've got to defend this well
[1159.68 - 1164.12] P:1802.50 E:0.027667 |  It's a couple of yards in from the right corner fly Deco takes it it's rolled in
[1164.12 - 1169.00] P:1698.44 E:0.029548 |  I comes James absolutely nowhere and it's headed behind by John Terry for another corner
[1169.00 - 1172.36] P:1603.68 E:0.027306 |  Well, don't mind that it's virtually the same sort of free kick or corner situation
[1172.36 - 1175.60] P:1434.97 E:0.026938 |  The the free kick was about a yard inside his two balls on the pitch at the moment
[1175.84 - 1181.64] P:1453.50 E:0.026688 |  But now it's a corner well played John Terry gets his head to the ball be positive clear your lines and then deal with it after that
[1181.64 - 1187.44] P:1699.37 E:0.028723 |  Deco from the right once more and he swirls it behind the goal. Thank you very much Deco. That's great stuff
[1188.44 - 1191.24] P:1731.54 E:0.020089 |  We'll take that. Yeah, I don't mind that at least yeah
[1191.24 - 1195.08] P:1372.91 E:0.025975 |  I mean I would imagine Scolari down the sideline on the touch line is gone bananas because
[1195.36 - 1198.52] P:1740.52 E:0.031680 |  It's all about England not particularly strong on set piece defending
[1198.52 - 1201.84] P:1764.15 E:0.033986 |  The last thing you want is a corner taker to put the ball behind for a goal kick
[1201.84 - 1206.08] P:1882.92 E:0.032478 |  But it gives a chance for England to settle down a little bit get their shape get a bit of a breather
[1206.28 - 1208.28] P:1954.33 E:0.024768 |  And then so I'm worked the way up the pitch
[1208.68 - 1212.68] P:1548.42 E:0.028454 |  Quarter of an hour gone only five more quarters of an hour to go
[1213.48 - 1215.16] P:1690.60 E:0.020358 |  Seems a long time
[1215.36 - 1219.40] P:1667.46 E:0.024708 |  Beckham trying to find really down the right side and hits that I had a play
[1219.40 - 1225.88] P:1628.24 E:0.023769 |  It's gonna be a throw in to Portugal and you know Valente the left back to take it Figo shows Figo and
[1226.44 - 1233.40] P:1663.77 E:0.030049 |  Ronaldo switch flanks at the moment Figo's down the left and Figo has the ball new to Valente in support Figo cutting in towards Gary
[1233.40 - 1235.28] P:1634.82 E:0.029356 |  Never guess the cross end, but thank you very much
[1235.28 - 1236.80] P:1805.15 E:0.030542 |  That's straight into the under David James
[1236.80 - 1241.92] P:1675.22 E:0.032041 |  There's still only one in the box isn't there when Figo crossed the ball Beckham and Gary now will did a good job like we were
[1241.96 - 1247.76] P:1550.18 E:0.026711 |  Before pushed the wide player wide so his cross came in and there's only one Portuguese player in a box and David James made an easy
[1247.76 - 1251.84] P:1688.56 E:0.026400 |  Cat cherry this is the third time I've seen Portugal in Euro 2004
[1251.84 - 1255.76] P:1694.44 E:0.027350 |  They don't get players into the box team in the end had lots of chances against Spain
[1255.76 - 1259.28] P:1747.88 E:0.026682 |  But only because Spain were frantically searching for an equalizer
[1260.32 - 1265.02] P:1712.59 E:0.028852 |  So let's see how they do when they're a goal down well played Ashley Cole
[1265.72 - 1270.84] P:1584.72 E:0.025760 |  Tackling Ronaldo on the far side of the field. They've got to be tight on Ronaldo make him feel uncomfortable
[1271.28 - 1278.80] P:1680.18 E:0.025103 |  Physically uncomfortable Maniche for the next one crossfield pass to the left side and Nunavallente Nunavallente just over the halfway line
