[0.00 - 4.64] P:1650.91 E:0.056779 |  We knew in advance that they would do that. The players felt that was important.
[170.32 - 174.04] P:1502.59 E:0.103330 |  the back post and now players have gone down McGuire has gone down England feel
[174.04 - 178.76] P:1594.17 E:0.101224 |  that he was manhandled over McGuire gets to his feet now the referee has come
[178.76 - 184.64] P:1504.19 E:0.090834 |  across here and is very calmly looking at the situation and the suggestion was
[184.64 - 188.44] P:1520.36 E:0.103982 |  that Chesme had his arms wrapped around Harry McGuire and we're looking at the
[188.44 - 191.84] P:1564.55 E:0.099698 |  replay which shows he's been rugby tackled on the ground absolutely yep
[191.88 - 198.16] P:1534.48 E:0.088612 |  you're right and there's a new directive less blocking less manhandling in the
[198.16 - 203.04] P:1567.77 E:0.093925 |  penalty area but he's certainly two arms around him it was a full on rugby
[203.04 - 207.60] P:1542.33 E:0.088978 |  contact and John Storms going down he would he got to what he've got to the
[207.60 - 214.00] P:1424.02 E:0.093179 |  ball no it wasn't a bad ball in but his run was impeded play has halted we are
[214.00 - 218.76] P:1482.62 E:0.102530 |  waiting for a restart Garry Southgate's asking the question the referee I think
[218.80 - 224.32] P:1477.33 E:0.098124 |  this could be a no no he says play play on it's a goal kick that's the end of it
[224.32 - 231.08] P:1527.86 E:0.091777 |  and so much for that FIFA directive there we go so she put direct it in the
[231.08 - 234.96] P:1388.79 E:0.102146 |  last one you know in the weeks leading up to the tournament there will be zero
[234.96 - 240.12] P:1315.53 E:0.093112 |  tolerance of handling and holding opponents in penalty areas it set
[240.12 - 245.64] P:1481.67 E:0.086008 |  pieces first set piece Harry McGuire is absolutely wrestled with the ground
[246.16 - 250.36] P:1469.09 E:0.091684 |  they are have a look at it decide there's no case to us there's no there's not a lot
[250.36 - 254.16] P:1695.56 E:0.101417 |  you can add to really is there that it was a clear penalty it's a clear foul
[254.16 - 259.16] P:1592.59 E:0.091459 |  it's a wonderful example in the second game of what's it what what you need to
[259.16 - 267.88] P:1528.60 E:0.083895 |  be giving it's not given so there we are England 0 Iran 0 5 live and BBC
[267.88 - 273.00] P:1405.36 E:0.090286 |  sounds on the second day of this World Cup and Rice with Trippier at the back
[273.16 - 279.76] P:1402.76 E:0.092736 |  played across England's 7th consecutive World Cup the 16th in all and England
[279.76 - 282.56] P:1399.09 E:0.100572 |  with the ball inside their own half playing it across let's not forget
[282.56 - 286.08] P:1275.97 E:0.100451 |  though that it is Iran's third consecutive World Cup as well all under
[286.08 - 294.56] P:1464.82 E:0.093938 |  the tutelage of coach Carlos Kieros now 69 years old the former Manchester United
[294.56 - 299.68] P:1365.18 E:0.100981 |  assistant manager to Salix Ferguson he was asked yesterday whether he'd been in
[299.68 - 304.28] P:1466.33 E:0.099977 |  touch with Salix about some tips on how to beat the English but he said no no
[304.28 - 308.32] P:1364.69 E:0.100089 |  no nothing could be further from my mind the words to that effect so here's
[308.32 - 312.60] P:1444.88 E:0.098430 |  McGuire at the back giving it to the right to stones even though he said he
[312.60 - 316.96] P:1444.53 E:0.096271 |  spoke to Alex Ferguson on a regular basis Bellingham back into center field
[316.96 - 322.56] P:1433.58 E:0.098359 |  and Harry McGuire now England who could easily have won an early penalty but
[322.56 - 327.78] P:1464.28 E:0.096574 |  said this Brazilian referee certainly if he if he saw it he ignored it and if
[327.82 - 332.42] P:1441.35 E:0.095045 |  the AR looked at it they decided that it wasn't there wasn't enough there
[332.42 - 337.92] P:1435.43 E:0.092808 |  here's Rice playing the ball across to his left Bellingham now through the
[337.92 - 342.26] P:1505.06 E:0.102794 |  middle Mason Mount is there Shaw arrives on the left hand side good cross from
[342.26 - 346.14] P:1522.40 E:0.101427 |  Shaw towards the back post sack I was after that half headed away comes out
[346.14 - 350.54] P:1431.54 E:0.091413 |  England again Trippier goes back into the center circle and again the full
[350.54 - 354.74] P:1464.03 E:0.094336 |  backs pull wide here Shaw on the left hand side Trippier on the right and it
[354.78 - 358.54] P:1377.51 E:0.100738 |  is the new Castleman who ends up with the ball at his feet plays it forward it
[358.54 - 363.70] P:1420.47 E:0.101345 |  was half blocked away Saka is now onto this Pocayo Saka the ball is right on
[363.70 - 369.38] P:1420.36 E:0.097238 |  the white line near the corner flag that is kept in play down there by Hussainy
[369.38 - 372.10] P:1573.64 E:0.104918 |  and eventually the ball is put out of play for an England throw down the
[372.10 - 376.14] P:1657.46 E:0.095868 |  right that's really good play really clever play from Saka that he's pressing
[376.14 - 380.58] P:1470.76 E:0.094169 |  he presses it hard but just didn't press hard enough to give away about the ball in
[380.58 - 383.66] P:1552.53 E:0.099840 |  as well it's good pressure from England they're gonna see a lot the ball
[383.70 - 388.22] P:1551.80 E:0.089906 |  Cheshire as we thought from midfield is dropping into that backline he's
[388.22 - 393.90] P:1410.94 E:0.090381 |  another centre back now so effectively a flatback five and it's allowing the
[393.90 - 397.94] P:1529.93 E:0.095194 |  wing the full backs of England just to push on and create more options high up
[397.94 - 404.22] P:1422.40 E:0.089996 |  England bird on the halfway line England nil Iran nil and Saka skips away from a
[404.22 - 408.18] P:1542.64 E:0.103334 |  couple of challenges still going but then the next challenges a foul it's a
[408.18 - 411.66] P:1530.95 E:0.108110 |  free kick it was tripped and it's a free kick ten yards inside the Iranian
[412.42 - 415.66] P:1679.14 E:0.100146 |  it's gonna be tight in there for Saka he's got he's got to pick and choose his
[415.66 - 420.02] P:1622.76 E:0.093439 |  moments it's good skill it was a rice choice because they were committed into
[420.02 - 424.58] P:1543.00 E:0.092182 |  the tackle but it's just gonna be so congested so tight that that midfield
[424.58 - 429.70] P:1431.41 E:0.091507 |  four in front of them is gonna be very very narrow for the whole game just
[429.70 - 434.14] P:1421.68 E:0.100932 |  wonder where England are gonna find the space Harry Kane he's gonna walk you by
[434.14 - 437.38] P:1602.80 E:0.100240 |  the three cent and a half free kick taken quickly down the right hand side
[437.62 - 442.22] P:1656.08 E:0.111223 |  Kane swings it into the back post and a stretch goalwards by Rice who was arriving
[442.22 - 447.34] P:1506.41 E:0.094968 |  could only steer it wide into the into the far outside side netting and two
[447.34 - 451.70] P:1344.57 E:0.104533 |  Iranian players have collided the goalkeeper Baron van and also the number
[451.70 - 457.50] P:1483.36 E:0.105909 |  19 Majid Hussaini as the ball was swung across by Harry Kane dangerously the two
[457.50 - 460.82] P:1517.57 E:0.101028 |  of them in an attempt to defend it the goalkeeper got a touch and the two of
[460.82 - 464.94] P:1542.19 E:0.099361 |  them have gone chest to chest I think not head to head or do you think it was
[465.22 - 470.90] P:1466.63 E:0.095864 |  they did catch oh yeah they did they did we see on the replay and that will
[470.90 - 473.94] P:1510.19 E:0.100466 |  take a little bit of time to sort that out because that there has to be a
[473.94 - 477.22] P:1477.27 E:0.100152 |  head injury protocol taking place here that's without question yeah that was
[477.22 - 481.66] P:1598.07 E:0.104224 |  nasty and it was one where neither player knew that the either was there
[481.66 - 487.06] P:1536.28 E:0.093570 |  and it's a full-on collision non-stopping there was no breaking there was no
[487.06 - 491.78] P:1485.69 E:0.094685 |  bracing for either of them really good ball from Harry Kane and Matt you just
[492.02 - 495.06] P:1543.95 E:0.103270 |  down there just wondering if you're at the wrong end are you with England
[495.06 - 500.50] P:1406.61 E:0.094598 |  pressing a little this way down here at the moment just in a big stat come up on
[500.50 - 506.06] P:1472.38 E:0.100336 |  the screen of possession is 81% England at the moment and you know it speaks
[506.06 - 508.86] P:1490.04 E:0.104276 |  volumes about where they are but I've just noticed on this right-hand side who
[508.86 - 513.06] P:1514.69 E:0.098994 |  were talking about Bellingham before the game and what his role was going to be
[513.06 - 515.94] P:1507.42 E:0.099716 |  was he going to sit was he going to push on he's really drifting over to this
[515.94 - 520.62] P:1431.12 E:0.098087 |  right-hand side sack has coming inside as well and that run from Trippier on the
[520.62 - 524.62] P:1513.70 E:0.101360 |  obelisk I mean he's going wide and high all the time so that little interchanged
[524.62 - 528.54] P:1505.72 E:0.100883 |  between those three little triangles I think it's definitely that area that
[528.54 - 533.14] P:1481.60 E:0.088844 |  Bellingham is going to drift into the right-hand side of the pitch so that is
[533.14 - 537.26] P:1490.54 E:0.095604 |  Matt Upson who's watching from behind the goal to our left so Jordan
[537.26 - 542.62] P:1439.26 E:0.084222 |  Pickford's goal in the first half that was telling me before the match is he
[542.62 - 548.18] P:1375.79 E:0.093949 |  can't remember ever watching a match at this level from behind the goal so new
[548.22 - 554.06] P:1431.75 E:0.092263 |  experience for Matt Upson I have at times I shouldn't have been in the goal
[554.06 - 560.06] P:1293.82 E:0.092947 |  deep into behind the back line but just looking at the around goalkeeper
[560.06 - 565.50] P:1351.61 E:0.091976 |  Arambard he's in a real pick a little bit of real problems I think he's broken his
[565.50 - 570.02] P:1505.27 E:0.099684 |  nose in there certainly blood streaming out of it yeah well in a bad bad way
[570.02 - 574.46] P:1426.52 E:0.095621 |  yeah it was it was a as opposed to sort of forehead top of the head collision it
[574.46 - 579.54] P:1460.88 E:0.103695 |  wasn't it was like face-to-face lower face to lower face and it would appear
[579.54 - 583.82] P:1459.37 E:0.099941 |  now they are warming up as we said before the game Carlos Keros has picked
[583.82 - 589.02] P:1479.69 E:0.100948 |  four goalkeepers in his squad of only 25 and here we are in the first 10 minutes
[589.02 - 594.02] P:1542.49 E:0.098021 |  of the the first match and one of our most important players Alireza
[594.02 - 598.74] P:1469.42 E:0.090649 |  Baron van has gone down and it I mean your experience Rob I'm sure you've
[598.78 - 606.02] P:1439.09 E:0.091978 |  broken your nose as a goalkeeper you know he can you feasibly continue if he
[606.02 - 613.14] P:1447.47 E:0.092575 |  has I you shouldn't full stop I think from there the way that your brain
[613.14 - 617.34] P:1541.48 E:0.091778 |  works in the way that your perception we talked about perceptions on the pitch
[617.34 - 623.26] P:1528.98 E:0.088549 |  and you're so frazzled mentally now they're asking to be a player at the top
[623.26 - 626.86] P:1595.95 E:0.096672 |  level at the world stage at this is doing your team at this service your
[626.90 - 631.42] P:1492.38 E:0.091790 |  country to service it shouldn't happen just come off and move on because it's
[631.42 - 636.02] P:1482.44 E:0.100156 |  a really really nasty blow yeah lengthy stoppage England nil Iran nail if you
[636.02 - 640.22] P:1399.81 E:0.104207 |  just switched on to us on five live the matches on BBC one as well by the way if
[640.22 - 644.26] P:1390.10 E:0.097207 |  you're on your way home Guy Mopry and Jameen Genus are not too far away from
[644.26 - 648.58] P:1464.88 E:0.093261 |  where we're sitting here and in actual fact with any of the matches that are
[648.58 - 654.18] P:1358.96 E:0.097274 |  live on BBC television from this World Cup you can go to the red button and the
[654.22 - 658.82] P:1457.74 E:0.097932 |  five live radio commentary is synced up with the TV pictures World Cup extra
[658.82 - 663.94] P:1461.19 E:0.094133 |  believe it's called which strangely enough I picked up that message we've had
[663.94 - 667.78] P:1402.69 E:0.105948 |  lots of messages but that was one that had slipped through the net so look out
[667.78 - 673.94] P:1466.19 E:0.091771 |  for World Cup extra to do that still a stoppage continues and this this does
[673.94 - 679.30] P:1410.04 E:0.090835 |  not look good I must say for for Baron van the goalkeeper who is still down on
[679.30 - 683.30] P:1505.50 E:0.091812 |  his side and is still being treated a couple of his teammates are there as
[683.34 - 686.98] P:1387.74 E:0.090951 |  well but the medical people are doing their thing and you would have to think
[686.98 - 691.58] P:1455.80 E:0.086354 |  that they are going to make a change and the goalkeepers it looks like it's
[691.58 - 696.74] P:1323.12 E:0.097280 |  Hussain Hussaini who is the most likely replacement of the possible three
[696.74 - 701.14] P:1499.96 E:0.087066 |  he's warming up on this touch line down below us and just looking at him there
[701.14 - 704.50] P:1470.62 E:0.090653 |  fairly relaxed hasn't got his gloves on I desperately clean to get my gloves on
[704.50 - 707.70] P:1436.77 E:0.091753 |  and get a feel of the ball because what you don't want to be going is going on
[707.70 - 711.18] P:1556.19 E:0.098953 |  cold not having touched the ball for half an hour touch of the ball get a
[711.22 - 715.50] P:1493.90 E:0.084803 |  feel get get yourself in the game because all of a sudden massive massive
[715.50 - 721.30] P:1311.71 E:0.092986 |  moment well why hasn't he got his gloves on I have no idea the goalkeeper
[721.30 - 725.46] P:1518.67 E:0.091134 |  coaches got his gloves on he's just decided not to but I don't know whether
[725.46 - 729.10] P:1554.34 E:0.095728 |  he feels that he is whether he's waiting to get the nod to say is coming on but
[729.10 - 733.06] P:1482.85 E:0.093328 |  he's coming back now to to get his gloves on it's just taking such a while
[733.06 - 738.94] P:1261.14 E:0.089263 |  to yeah he's still he's lying on his back now and and they are now I think
[738.98 - 742.10] P:1452.21 E:0.097334 |  indicating that they're going to have to make a change so clearly Baron van
[742.10 - 746.10] P:1328.37 E:0.094535 |  felt that he might be able to continue but they've made the call there 12
[746.10 - 750.02] P:1396.02 E:0.093226 |  minutes on the clock that they're going to have to make the change while they are
[750.02 - 754.22] P:1359.49 E:0.091665 |  attending to that and the stretcher is being prepared although Baron van is
[754.22 - 758.30] P:1347.42 E:0.092423 |  just now sitting up so he's leaning forward and having another look at him
[758.30 - 762.46] P:1431.09 E:0.090712 |  but I think they I mean surely they have to make this change and yet I see Hussain
[762.46 - 767.58] P:1271.18 E:0.090260 |  Hussaini is is now getting ready properly now if you were listening
[767.62 - 770.82] P:1364.69 E:0.091398 |  before the match we mentioned that there was a problem with the ticketing that for
[770.82 - 776.94] P:1559.59 E:0.103913 |  some of the England fans and that they were being sent to to a ticket resolution
[776.94 - 781.34] P:1645.98 E:0.109546 |  center and that there were long queues we heard from our own colleague John
[781.34 - 784.66] P:1620.10 E:0.106476 |  Southall who was outside the ground that there were long queues and there was
[784.66 - 789.30] P:1476.44 E:0.095565 |  concern about whether people were going to get in we're now hearing from some of
[789.30 - 793.14] P:1494.54 E:0.098460 |  our other BBC colleagues that there was a frantic build-up for some England
[793.14 - 797.38] P:1420.63 E:0.092146 |  supporters who couldn't enter the stadium because that ticket app crashed but
[797.42 - 802.78] P:1361.86 E:0.099914 |  all who were there at that queue are now in the ground and it would appear
[802.78 - 808.10] P:1404.06 E:0.099846 |  according to our BBC colleagues that those in charge told them to just go in
[808.10 - 813.54] P:1346.91 E:0.092461 |  and it looked like that nothing was being checked for fans to enter the
[813.54 - 819.50] P:1378.18 E:0.096053 |  stadium so looking down to my left it does look as though the England section
[819.50 - 826.18] P:1359.29 E:0.094595 |  to have a left behind where Matt Upson is down there is pretty much full so back
[826.22 - 831.10] P:1449.78 E:0.090189 |  on the pitch England nail Iran nail we've had a long long stoppage because the
[831.10 - 837.18] P:1396.26 E:0.095814 |  Iranian goalkeeper Ali Reza Baron van collided with Majid Hussaini the central
[837.18 - 842.58] P:1388.57 E:0.088554 |  defender is a clash of faces it looks as though Baron van does broken his nose
[842.58 - 847.30] P:1387.16 E:0.086298 |  one of the substitute goalkeepers Hussain Hussaini is ready to come on but
[847.30 - 852.62] P:1378.89 E:0.090460 |  Baron van has not yet left the field and we were just seeing pictures here and
[852.66 - 856.94] P:1332.51 E:0.098954 |  television screened in the in the comedy position I mean his nose has swelled
[856.94 - 863.22] P:1474.18 E:0.097839 |  up to almost twice the size he's just changed his shorts remark of he must
[863.22 - 868.22] P:1468.87 E:0.092690 |  been something for blood and but it's I can't believe he's gonna carry on he
[868.22 - 875.18] P:1571.02 E:0.097178 |  should have gone back on but it's after all the noises and talk of protocols
[875.18 - 880.34] P:1565.58 E:0.102018 |  regarding concussion and things like that it's it's incredible that he's even
[880.38 - 884.90] P:1517.52 E:0.105345 |  considering carrying on well that the the highly experienced Iranian captain
[884.90 - 889.50] P:1441.94 E:0.105375 |  Aysan Haissafi is there with him as well talking to him that chatting away
[889.50 - 893.14] P:1409.96 E:0.099279 |  he's just given him a pat on the bottom and then run away into his
[893.14 - 900.38] P:1370.20 E:0.087088 |  position they are putting Baron van's gloves back on and it seems that they
[900.38 - 904.10] P:1413.88 E:0.094238 |  are satisfied that he is going to be able to continue
[904.10 - 908.74] P:1610.05 E:0.118086 |  just remarkable England just shoot because he will be seeing about four or
[908.74 - 914.06] P:1765.51 E:0.110574 |  five balls right now and whether you pick the right one or not is a I can't see
[914.06 - 919.90] P:1653.75 E:0.099152 |  this being safe I've got to say to me he looks gazed yeah he looks gazed this is
[919.90 - 924.34] P:1502.89 E:0.088106 |  a decision that we take should be taken out of his hands
[925.50 - 931.22] P:1438.70 E:0.101844 |  well with quite possibly a broken nose the Iranian goalkeeper Alireza
[931.26 - 935.90] P:1446.37 E:0.096166 |  Baron van is going to continue and his players going to resume with a goal kick
[935.90 - 940.70] P:1387.13 E:0.101539 |  it is still England Nell Iran Nell this is BBC Radio 5 live at the Qatar World
[940.70 - 946.62] P:1430.52 E:0.085983 |  Cup and Baron van takes the goal kick and it lands just over the halfway line
[946.62 - 950.98] P:1436.69 E:0.095812 |  where Rice was underneath it and came out of the left-hand side and England
[950.98 - 955.30] P:1432.68 E:0.097660 |  surged forward with Mason Mount turns away from the challenge and then
[955.30 - 960.62] P:1384.88 E:0.094128 |  knocked it back to Rice just now well Rob I'm sure it's natural for you to look
[960.66 - 964.06] P:1364.47 E:0.091284 |  to Baron van and just I mean I'm looking at him no he's leaning forward with his
[964.06 - 967.70] P:1343.77 E:0.086357 |  hands on his knees and he's rubbing the side of his head he's staring at the
[967.70 - 972.78] P:1462.32 E:0.095781 |  ground he's got his hands on his face how he can focus on the game let alone save
[972.78 - 977.62] P:1475.09 E:0.094213 |  a shot that long I don't know that's coming out that is now taking a knee he's
[977.62 - 981.58] P:1471.54 E:0.100088 |  gone down on one knee he's indicating he's signaling that England should not
[981.58 - 985.26] P:1363.91 E:0.101029 |  take this throw the referee now has spotted it and is going to run back over
[985.30 - 991.10] P:1598.21 E:0.096759 |  towards the goalkeeper who's now flopped down on his bat and surely that has to
[991.10 - 995.10] P:1449.34 E:0.100442 |  be the end of his involvement in this match well that was it's just a ludicrous
[995.10 - 999.22] P:1453.25 E:0.096885 |  situation that they are even considered to ask him the question as to whether he
[999.22 - 1007.06] P:1340.53 E:0.087949 |  can carry on or not so the his concerned teammates have run across there and now
[1007.06 - 1009.94] P:1502.33 E:0.098383 |  there is the clear signal from the medical people who are still behind the
[1009.94 - 1014.82] P:1526.07 E:0.087017 |  goal there and you know that there are going to be questions about that about
[1014.86 - 1019.54] P:1488.69 E:0.097921 |  the decision for him to even carry on for what a minute or so if that matter of
[1019.54 - 1023.74] P:1525.19 E:0.100584 |  seconds before he realized that he was not going to be able to play any further
[1023.74 - 1028.10] P:1601.98 E:0.095438 |  part in this yeah it's a massive step backwards with that in that situation in
[1028.10 - 1031.14] P:1535.19 E:0.089714 |  terms of the progression that we're trying to make as a sport in terms of
[1031.14 - 1035.82] P:1512.18 E:0.085790 |  the safety of players to listen to a player who's just clearly had his nose
[1035.82 - 1043.06] P:1395.41 E:0.084671 |  broken so do you think you want to carry on oh my well no sorry no so the
[1043.10 - 1046.18] P:1432.48 E:0.096867 |  stretcher is coming on I mean this is all happening at the opposite end of the
[1046.18 - 1050.58] P:1418.77 E:0.095712 |  ground from where Matt Upson is but you will have a view of sorts on it I'm sure
[1050.58 - 1055.58] P:1448.31 E:0.094930 |  yeah I do have exactly the same opinion as you I mean I can't really see too much
[1055.58 - 1059.50] P:1449.97 E:0.094848 |  luckily Jordan Pickford can keep you quite entertained down here anyway with
[1059.50 - 1065.18] P:1388.29 E:0.084386 |  there's nothing going on but it just seems like a ludicrous protocol that's
[1065.18 - 1068.74] P:1381.49 E:0.097319 |  been followed because how can he continue the decision should have been made and
[1068.78 - 1073.38] P:1444.53 E:0.090424 |  also it's taking so much time in the game that it's just slowing everything
[1073.38 - 1076.22] P:1504.83 E:0.093048 |  down it should have just been an early decision he clearly can't carry on the
[1076.22 - 1081.06] P:1332.62 E:0.090134 |  knocks too bad and fortunately I can see into the bench and the goalkeeper
[1081.06 - 1085.46] P:1479.54 E:0.098270 |  coming on now has his gloves on and Matt what's it done to the atmosphere down
[1085.46 - 1088.50] P:1741.95 E:0.097394 |  there you're questioning it before the game yeah saying it's a bit of a
[1088.50 - 1092.90] P:1632.55 E:0.093837 |  questionable atmosphere it's it's filled up now but what was it what's it down on
[1092.90 - 1096.50] P:1545.56 E:0.087394 |  the touchline must be fairly subdued yeah well you'd expect it wouldn't you
[1096.54 - 1099.38] P:1334.05 E:0.092930 |  because then there's no nothing happening you know the games been paused
[1099.38 - 1103.34] P:1464.87 E:0.100253 |  for so long even though just restarted it didn't really get going it was so clear
[1103.34 - 1107.42] P:1556.79 E:0.098555 |  that the goalkeeper couldn't carry on so everyone's just quiet standing up
[1107.42 - 1111.18] P:1615.43 E:0.104134 |  nobody's really sitting down everyone's up on their feet trying to observe and
[1111.18 - 1114.78] P:1566.08 E:0.099449 |  see what's going on because we're quite away from that goal we can obviously see
[1114.78 - 1119.66] P:1468.43 E:0.100028 |  the bodies around the stretcher but you know the fans especially are a long way
[1119.66 - 1124.94] P:1540.68 E:0.091272 |  from that far goal and the England players now are they they've been warming up
[1124.98 - 1129.10] P:1612.77 E:0.091153 |  because it's almost like a chance of having to start again yeah they're
[1129.10 - 1132.10] P:1598.08 E:0.097786 |  doing a little bit of footwork having a chat McGuire and Stones just talking to
[1132.10 - 1136.74] P:1437.70 E:0.091742 |  each other a few a few little chats but I think they're ready to go and it's been
[1136.74 - 1139.34] P:1342.45 E:0.101925 |  a bright start hasn't it I think they've looked quite confident on the ball and
[1139.34 - 1144.18] P:1433.95 E:0.090977 |  looking like they can probe and ask that question but a lengthy lengthy
[1144.18 - 1147.82] P:1544.34 E:0.108293 |  stoppage that must have been going on ten minutes nineteen minutes on the clock
[1147.82 - 1154.54] P:1782.01 E:0.110507 |  now and the applause because Alireza Baron has now been stretched it away and
[1154.58 - 1161.14] P:1622.68 E:0.104803 |  Hussain Hussaini who comes on to win his eighth cap for Iran missed out on the
[1161.14 - 1164.78] P:1485.22 E:0.106050 |  year on the World Cup four years ago was in the preliminary squad but not
[1164.78 - 1170.22] P:1466.53 E:0.095893 |  selected by Carlos Kieros but last season was in very good form for the
[1170.22 - 1177.10] P:1460.77 E:0.105143 |  Iranian champions S.Teglam so he suddenly thrust into the World Cup action here
[1177.10 - 1182.46] P:1415.41 E:0.085572 |  after England have made a strong start to the match in the in such play as there
[1182.50 - 1187.42] P:1340.43 E:0.093872 |  has been so far in this game and we will have just to warn you as I say a good
[1187.42 - 1191.38] P:1489.32 E:0.098398 |  ten minutes about a time at the end of this first half England coming forward
[1191.38 - 1194.62] P:1486.05 E:0.100157 |  then from left to right sterling's balling towards the edge of the penalty
[1194.62 - 1198.62] P:1547.57 E:0.112987 |  area but that's blocked away and Iran take it away with the former Brighton
[1198.62 - 1204.38] P:1507.60 E:0.095686 |  man Alireza Jahan back over on that far side but his passing field is straight
[1204.38 - 1207.42] P:1420.29 E:0.096256 |  with the feet of Declan Rice who's able to tie you to your up even though he
[1207.42 - 1210.66] P:1312.62 E:0.089965 |  slipped over and finally the ball has played back to Jordan Pickford I'm not
[1210.82 - 1214.18] P:1350.47 E:0.102013 |  sure how many touches Pickford has had in the game so far long clearance from him
[1214.18 - 1217.54] P:1530.22 E:0.115580 |  which comes back towards the edge of the England penalty area and then stones
[1217.54 - 1221.34] P:1640.42 E:0.102623 |  put in a challenge on Tarramy no free kick given for that
[1221.34 - 1225.74] P:1436.92 E:0.090733 |  thought he might have got man rather than ball but the referee saw it as a clean
[1225.74 - 1230.62] P:1396.04 E:0.072007 |  tackle so now England with it with Mahal on the left hand side the left back
[1230.62 - 1234.86] P:1577.28 E:0.100367 |  and then Darynger puts in the challenge inside the play for a three to Iran who
[1234.86 - 1239.10] P:1511.76 E:0.098393 |  are playing from right to left the highest ranked Asian team in the World
[1239.14 - 1247.14] P:1484.53 E:0.101157 |  rankings remember they are number 20 in the world as the throwing is taken and
[1247.14 - 1252.34] P:1585.53 E:0.110023 |  there is a foul by Bellingham and it's a free kick to Iran here on the left hand
[1252.34 - 1257.06] P:1476.11 E:0.098321 |  side so they have the first chance to have a set piece of their own is the
[1257.06 - 1261.02] P:1465.95 E:0.102747 |  captain Aysan Haissathi who was fouled by Bellingham near the touch line on the
[1261.02 - 1265.14] P:1492.80 E:0.096591 |  left so England have to defend a set piece now yeah just too keen bit naive
